Character,Opponent,Round,Win,Loss,Stock Diff,Percentage,Score,Matchup,Accumulated_Sum
Rosalina & Luma,Palutena,4,1,0,1,116,1.337,0,8.291
Toon Link,Bowser,1,1,0,2,113,2.354,0,2.354
Toon Link,Fox,2,1,0,2,12,2.931,-2,5.285
Toon Link,Young Link,3,1,0,2,45,2.743,0,8.028
Sheik,Chrom,1,1,0,2,116,2.337,0,2.337
Sheik,Bowser,2,1,0,1,120,1.314,0,3.6510000000000002
Sheik,Pokemon Trainer,3,1,0,1,70,1.6,1,5.251
Sheik,Meta Knight,4,1,0,2,16,2.909,-1,8.16
Peach,Mario,1,1,0,1,56,1.68,0,1.68
Peach,Marth,2,1,0,1,0,2.0,1,3.6799999999999997
Peach,Min Min,3,1,0,1,99,1.434,-1,5.114
Peach,Sora,4,1,0,2,26,2.851,1,7.965
Peach,Donkey Kong,5,1,0,2,62,2.646,-1,10.611
Meta Knight,Diddy Kong,1,1,0,3,159,3.091,-3,3.091
Meta Knight,Min Min,2,1,0,2,99,2.434,1,5.525
Meta Knight,Toon Link,3,1,0,2,58,2.669,-1,8.194
Meta Knight,Jigglypuff,4,1,0,1,0,2.0,-2,10.194
Meta Knight,Young Link,5,1,0,2,0,3.0,0,13.194
Mario,Young Link,1,1,0,3,160,3.086,1,3.086
Mario,Shulk,2,1,0,2,0,3.0,2,6.086
Mario,Rosalina & Luma,3,1,0,1,72,1.589,-1,7.675
Mario,Toon Link,4,1,0,1,62,1.646,1,9.321
Roy,Ken,1,1,0,3,124,3.291,1,3.291
Roy,Greninja,2,1,0,3,176,3.0,0,6.291
Roy,Diddy Kong,3,1,0,2,61,2.651,-1,8.942
Roy,Byleth,4,1,0,1,0,2.0,0,10.942
King Dedede,Fox,1,1,0,2,88,2.497,-1,2.497
King Dedede,Kazuya,2,1,0,2,146,2.166,-1,4.663
King Dedede,Pokemon Trainer,3,1,0,2,21,2.88,-1,7.542999999999999
King Dedede,Ice Climbers,5,1,0,3,115,3.343,-1,10.886
Samus,Rosalina & Luma,1,1,0,2,12,2.931,-2,2.931
Samus,Pikachu,2,1,0,1,77,1.56,1,4.491
Samus,Ganondorf,3,1,0,2,93,2.469,1,6.96
Samus,Link,4,1,0,3,130,3.257,2,10.217
Samus,Bowser,5,1,0,2,20,2.886,0,13.103
Pyra & Mythra,Marth,1,1,0,3,110,3.371,0,3.371
Pyra & Mythra,ROB,2,1,0,3,189,3.0,0,6.371
Pyra & Mythra,Ice Climbers,3,1,0,2,0,3.0,1,9.371
Pyra & Mythra,Bowser,4,0,1,-1,99,0.566,2,9.937
