Character,Opponent,Round,Win,Loss,Stock Diff,Percentage,Score,Base Score,Stage Multiplier,Matchup,Late Match Divisor,Total Multiplier,Multiplier Adjusted Score,Accumulated_Sum,Multiplier Adjusted Accumulated Sum
Ness,Jigglypuff,2,1,0,3,128,5.709,3.269,1.663,1.05,1.0,1.747,3.269,12.331,8.796
Ness,Little Mac,3,0,1,-1,67,0.688,0.383,1.997,0.9,1.0,1.797,0.383,13.019,9.179
Lucario,Diddy Kong,1,1,0,2,110,3.469,2.371,1.33,1.1,1.0,1.463,2.371,6.692,5.211
Lucario,Banjo & Kazooie,2,1,0,1,87,2.5,1.503,1.663,1.0,1.0,1.663,1.503,9.192,6.714
Lucario,Toon Link,3,1,0,2,117,4.888,2.331,1.997,1.05,1.0,2.096,2.331,14.08,9.046
Snake,Pichu,1,1,0,1,55,2.018,1.686,1.33,0.9,1.0,1.197,1.686,5.125,4.419
Snake,Chrom,2,1,0,2,44,4.343,2.749,1.663,0.95,1.0,1.58,2.749,9.468,7.167
Snake,ROB,3,1,0,1,37,3.571,1.789,1.997,1.0,1.0,1.997,1.789,13.039,8.956
Rosalina & Luma,Duck Hunt,1,1,0,1,96,1.834,1.451,1.33,0.95,1.0,1.264,1.451,4.859,4.031
Rosalina & Luma,Snake,2,1,0,2,42,4.591,2.76,1.663,1.0,1.0,1.663,2.76,9.45,6.791
Rosalina & Luma,Kazuya,3,1,0,2,121,4.84,2.309,1.997,1.05,1.0,2.096,2.309,14.29,9.1
Rosalina & Luma,Wario,4,1,0,2,81,0.666,2.537,1.0,1.05,4.0,0.263,2.537,14.956,11.637
Fox,Zero Suit Samus,1,1,0,2,55,3.572,2.686,1.33,1.0,1.0,1.33,2.686,6.581,5.375
Fox,Sephiroth,2,1,0,2,82,3.79,2.531,1.663,0.9,1.0,1.497,2.531,10.371,7.906
Fox,Steve,3,0,1,-1,84,1.054,0.48,1.997,1.1,1.0,2.196,0.48,11.425,8.386
Bayonetta,Kirby,1,1,0,3,154,4.15,3.12,1.33,1.0,1.0,1.33,3.12,7.159,5.988
Bayonetta,Wii Fit Trainer,2,1,0,1,10,3.07,1.943,1.663,0.95,1.0,1.58,1.943,10.229,7.931
Bayonetta,Pokemon Trainer,3,1,0,2,0,5.99,3.0,1.997,1.0,1.0,1.997,3.0,16.219,10.931
Byleth,Mr Game & Watch,1,1,0,3,84,5.384,3.52,1.33,1.15,1.0,1.529,3.52,8.137,6.02
Byleth,Young Link,2,1,0,1,12,3.052,1.931,1.663,0.95,1.0,1.58,1.931,11.189,7.951
Byleth,Ganondorf,3,1,0,1,0,3.993,2.0,1.997,1.0,1.0,1.997,2.0,15.182,9.951
Byleth,Little Mac,4,1,0,1,92,0.387,1.474,1.0,1.05,4.0,0.263,1.474,15.569,11.426
Palutena,Snake,1,1,0,2,32,3.559,2.817,1.33,0.95,1.0,1.264,2.817,6.111,5.371
Palutena,Richter,2,1,0,1,78,2.715,1.554,1.663,1.05,1.0,1.747,1.554,8.826,6.925
Palutena,Corrin,3,1,0,2,64,5.26,2.634,1.997,1.0,1.0,1.997,2.634,14.086,9.56
