Character,Opponent,Round,Win,Loss,Stock Diff,Percentage,Score,Base Score,Stage Multiplier,Matchup,Late Match Divisor,Total Multiplier,Multiplier Adjusted Score,Accumulated_Sum,Multiplier Adjusted Accumulated Sum
Wolf,Sora,1,1,0,2,141,9.257,2.436,4.0,0.95,1.0,3.8,2.436,12.398,5.577
Wolf,Link,2,0,1,-1,3,0.06,0.012,5.25,0.95,1.0,4.987,0.012,12.458,5.589
Min Min,Hero,1,1,0,2,125,9.5,2.5,4.0,0.95,1.0,3.8,2.5,12.432,5.432
Min Min,Meta Knight,2,1,0,2,46,15.523,2.816,5.25,1.05,1.0,5.513,2.816,27.955,8.248
Min Min,Jigglypuff,3,1,0,3,154,24.196,3.384,6.5,1.1,1.0,7.15,3.384,52.151,11.632
Min Min,Wario,4,1,0,2,34,0.68,2.864,1.0,0.95,4.0,0.237,2.864,52.831,14.496
Min Min,Ridley,5,1,0,1,73,0.325,1.708,1.0,0.95,5.0,0.19,1.708,53.156,16.204
Chrom,Simon,1,1,0,3,118,14.112,3.528,4.0,1.0,1.0,4.0,3.528,16.834,6.25
Chrom,Wario,2,1,0,2,5,17.21,2.98,5.25,1.1,1.0,5.775,2.98,34.044,9.23
Chrom,Dr Mario,3,1,0,3,114,21.884,3.544,6.5,0.95,1.0,6.175,3.544,55.928,12.774
Chrom,Fox,4,1,0,2,33,0.789,2.868,1.0,1.1,4.0,0.275,2.868,56.716,15.642
Sora,Roy,1,1,0,2,25,12.18,2.9,4.0,1.05,1.0,4.2,2.9,14.693,5.413
Sora,Donkey Kong,2,1,0,3,101,17.935,3.596,5.25,0.95,1.0,4.987,3.596,32.628,9.009
Sora,Wolf,3,1,0,1,75,11.602,1.7,6.5,1.05,1.0,6.825,1.7,44.231,10.709
Diddy Kong,Sora,1,1,0,1,100,5.76,1.6,4.0,0.9,1.0,3.6,1.6,8.063,3.903
Diddy Kong,Rosalina & Luma,2,1,0,2,100,13.65,2.6,5.25,1.0,1.0,5.25,2.6,21.713,6.503
Diddy Kong,Dark Pit,3,1,0,2,106,18.418,2.576,6.5,1.1,1.0,7.15,2.576,40.131,9.079
Little Mac,Villager,1,1,0,1,0,8.8,2.0,4.0,1.1,1.0,4.4,2.0,10.894,4.094
Little Mac,Pyra & Mythra,2,0,1,-1,57,1.377,0.228,5.25,1.15,1.0,6.037,0.228,12.271,4.322
Pit,Ridley,1,1,0,2,53,11.152,2.788,4.0,1.0,1.0,4.0,2.788,13.037,4.673
Pit,Banjo & Kazooie,2,1,0,2,116,12.648,2.536,5.25,0.95,1.0,4.987,2.536,25.685,7.209
Pit,Peach,3,1,0,2,117,18.104,2.532,6.5,1.1,1.0,7.15,2.532,43.789,9.741
Luigi,Min Min,1,0,1,-1,23,0.368,0.092,4.0,1.0,1.0,4.0,0.092,2.043,1.767
Toon Link,Donkey Kong,1,1,0,2,111,10.735,2.556,4.0,1.05,1.0,4.2,2.556,12.201,4.022
Toon Link,Peach,2,1,0,2,18,14.603,2.928,5.25,0.95,1.0,4.987,2.928,26.805,6.95
Toon Link,Hero,3,1,0,3,165,22.796,3.34,6.5,1.05,1.0,6.825,3.34,49.6,10.29
Toon Link,Isabelle,5,1,0,3,103,0.718,3.588,1.0,1.0,5.0,0.2,3.588,50.318,13.878
Meta Knight,Diddy Kong,1,1,0,3,67,17.167,3.732,4.0,1.15,1.0,4.6,3.732,18.423,4.988
Meta Knight,Min Min,2,1,0,2,61,13.746,2.756,5.25,0.95,1.0,4.987,2.756,32.169,7.744
Meta Knight,Inkling,3,1,0,1,11,12.714,1.956,6.5,1.0,1.0,6.5,1.956,44.883,9.7
Meta Knight,Kazuya,4,0,1,-1,118,0.13,0.472,1.0,1.1,4.0,0.275,0.472,45.013,10.172
Inkling,Yoshi,1,0,1,-1,169,2.839,0.676,4.0,1.05,1.0,4.2,0.676,3.886,1.723
Wario,Luigi,1,1,0,1,7,8.282,1.972,4.0,1.05,1.0,4.2,1.972,9.12,2.81
Wario,Mewtwo,2,1,0,1,65,7.765,1.74,5.25,0.85,1.0,4.462,1.74,16.885,4.55
Wario,Ken,3,1,0,2,70,18.564,2.72,6.5,1.05,1.0,6.825,2.72,35.449,7.27
King Dedede,Richter,1,1,0,2,119,10.096,2.524,4.0,1.0,1.0,4.0,2.524,10.724,3.152
King Dedede,Steve,2,1,0,3,160,18.522,3.36,5.25,1.05,1.0,5.513,3.36,29.246,6.512
King Dedede,Ice Climbers,3,1,0,2,0,20.475,3.0,6.5,1.05,1.0,6.825,3.0,49.721,9.512
Byleth,Peach,1,1,0,3,110,14.24,3.56,4.0,1.0,1.0,4.0,3.56,14.659,3.979
Byleth,Kirby,2,1,0,1,0,11.025,2.0,5.25,1.05,1.0,5.513,2.0,25.684,5.979
Byleth,Joker,3,1,0,2,6,20.311,2.976,6.5,1.05,1.0,6.825,2.976,45.995,8.955
ROB,Little Mac,1,1,0,1,0,7.6,2.0,4.0,0.95,1.0,3.8,2.0,7.809,2.209
ROB,Ganondorf,2,1,0,1,30,8.883,1.88,5.25,0.9,1.0,4.725,1.88,16.692,4.089
ROB,Richter,3,1,0,1,0,14.3,2.0,6.5,1.1,1.0,7.15,2.0,30.992,6.089
Mario,Bowser,1,1,0,1,56,6.394,1.776,4.0,0.9,1.0,3.6,1.776,6.394,1.776
Mario,Kazuya,2,0,1,-1,63,1.389,0.252,5.25,1.05,1.0,5.513,0.252,7.783,2.028
