Character,Opponent,Round,Win,Loss,Stock Diff,Percentage,Score,Base Score,Stage Multiplier,Matchup,Late Match Divisor,Total Multiplier,Multiplier Adjusted Score,Accumulated_Sum,Multiplier Adjusted Accumulated Sum
Roy,Samus,4,1,0,1,35,0.442,1.767,1.0,1.0,4.0,0.25,1.767,21.1,19.29
Lucario,Byleth,1,0,1,-1,0,0.0,0.0,1.0,1.1,1.0,1.1,0.0,9.347,8.08
Dark Samus,ROB,1,1,0,2,85,2.555,2.433,1.0,1.05,1.0,1.05,2.433,11.896,10.958
Dark Samus,Steve,2,1,0,2,73,3.299,2.513,1.25,1.05,1.0,1.312,2.513,15.195,13.472
Dark Samus,Richter,3,1,0,3,85,5.15,3.433,1.5,1.0,1.0,1.5,3.433,20.345,16.905
Olimar,Yoshi,1,1,0,2,98,2.229,2.347,1.0,0.95,1.0,0.95,2.347,11.49,11.302
Olimar,Pit,2,1,0,2,12,3.65,2.92,1.25,1.0,1.0,1.25,2.92,15.14,14.222
Olimar,PacMan,3,1,0,1,32,2.814,1.787,1.5,1.05,1.0,1.575,1.787,17.954,16.008
Bowser,ROB,1,1,0,3,167,3.3,3.0,1.0,1.1,1.0,1.1,3.0,12.543,11.405
Bowser,Sheik,2,1,0,2,45,3.375,2.7,1.25,1.0,1.0,1.25,2.7,15.918,14.105
Bowser,Link,3,1,0,1,89,2.11,1.407,1.5,1.0,1.0,1.5,1.407,18.028,15.512
Bowser,King Dedede,4,1,0,2,8,0.81,2.947,1.0,1.1,4.0,0.275,2.947,18.838,18.458
Wii Fit Trainer,Toon Link,1,1,0,2,36,2.76,2.76,1.0,1.0,1.0,1.0,2.76,11.992,12.555
Wii Fit Trainer,Pyra & Mythra,2,1,0,1,142,1.448,1.053,1.25,1.1,1.0,1.375,1.053,13.44,13.608
Wii Fit Trainer,King Dedede,3,0,1,-1,85,0.807,0.567,1.5,0.95,1.0,1.425,0.567,14.248,14.175
King K Rool,Dark Samus,1,1,0,1,0,1.8,2.0,1.0,0.9,1.0,0.9,2.0,10.857,12.675
King K Rool,Kirby,2,1,0,2,30,3.5,2.8,1.25,1.0,1.0,1.25,2.8,14.357,15.475
King K Rool,Chrom,3,1,0,2,23,4.056,2.847,1.5,0.95,1.0,1.425,2.847,18.413,18.322
Young Link,Sephiroth,1,1,0,1,0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,10.928,9.89
Young Link,Diddy Kong,2,1,0,3,86,4.283,3.427,1.25,1.0,1.0,1.25,3.427,15.211,13.317
Young Link,Villager,3,0,1,-1,6,0.054,0.04,1.5,0.9,1.0,1.35,0.04,15.265,13.357
Terry,Dark Pit,1,1,0,1,73,1.513,1.513,1.0,1.0,1.0,1.0,1.513,10.434,9.703
Terry,Palutena,2,1,0,1,0,2.625,2.0,1.25,1.05,1.0,1.312,2.0,13.059,11.703
Terry,Duck Hunt,3,1,0,1,0,3.0,2.0,1.5,1.0,1.0,1.5,2.0,16.059,13.703
Robin,Corrin,1,1,0,1,61,1.593,1.593,1.0,1.0,1.0,1.0,1.593,10.506,9.323
Robin,Incineroar,2,1,0,2,10,3.667,2.933,1.25,1.0,1.0,1.25,2.933,14.173,12.257
Robin,Shulk,3,1,0,1,0,3.3,2.0,1.5,1.1,1.0,1.65,2.0,17.473,14.257
Robin,Villager,5,1,0,2,25,0.623,2.833,1.0,1.1,5.0,0.22,2.833,18.096,17.09
Corrin,Lucina,1,1,0,2,94,2.136,2.373,1.0,0.9,1.0,0.9,2.373,10.995,13.008
Corrin,Zero Suit Samus,2,1,0,2,57,3.439,2.62,1.25,1.05,1.0,1.312,2.62,14.434,15.628
Corrin,Bayonetta,3,1,0,3,131,4.69,3.127,1.5,1.0,1.0,1.5,3.127,19.124,18.755
Corrin,Villager,4,0,1,-1,63,0.089,0.42,1.0,0.85,4.0,0.212,0.42,19.213,19.175
Pit,Marth,1,1,0,2,38,2.747,2.747,1.0,1.0,1.0,1.0,2.747,11.582,10.717
Pit,Daisy,2,1,0,3,148,3.39,3.013,1.25,0.9,1.0,1.125,3.013,14.972,13.73
Pit,King Dedede,3,0,1,-1,101,0.959,0.673,1.5,0.95,1.0,1.425,0.673,15.931,14.403
Mii Brawler,Terry,1,0,1,-1,102,0.714,0.68,1.0,1.05,1.0,1.05,0.68,9.487,8.935
Donkey Kong,Luigi,1,1,0,2,94,2.373,2.373,1.0,1.0,1.0,1.0,2.373,11.02,12.528
Donkey Kong,Jigglypuff,2,1,0,2,0,3.562,3.0,1.25,0.95,1.0,1.188,3.0,14.583,15.528
Donkey Kong,Roy,3,1,0,2,50,3.8,2.667,1.5,0.95,1.0,1.425,2.667,18.383,18.195
Donkey Kong,King Dedede,4,0,1,-1,66,0.11,0.44,1.0,1.0,4.0,0.25,0.44,18.493,18.635
Captain Falcon,Ike,1,1,0,1,47,1.518,1.687,1.0,0.9,1.0,0.9,1.687,10.125,9.217
Captain Falcon,Steve,2,0,1,-1,118,1.032,0.787,1.25,1.05,1.0,1.312,0.787,11.158,10.003
Shulk,Wii Fit Trainer,1,1,0,3,125,3.167,3.167,1.0,1.0,1.0,1.0,3.167,11.755,11.132
Shulk,Jigglypuff,2,1,0,2,0,3.75,3.0,1.25,1.0,1.0,1.25,3.0,15.505,14.132
Shulk,Daisy,3,1,0,2,122,3.116,2.187,1.5,0.95,1.0,1.425,2.187,18.621,16.318
Ryu,Diddy Kong,1,1,0,1,149,1.057,1.007,1.0,1.05,1.0,1.05,1.007,9.609,9.152
Ryu,Joker,2,1,0,1,22,2.433,1.853,1.25,1.05,1.0,1.312,1.853,12.041,11.005
Ryu,Snake,3,0,1,-1,146,1.46,0.973,1.5,1.0,1.0,1.5,0.973,13.502,11.978
Hero,Ike,1,1,0,2,58,2.613,2.613,1.0,1.0,1.0,1.0,2.613,11.014,10.003
Hero,Pikachu,2,1,0,1,104,1.552,1.307,1.25,0.95,1.0,1.188,1.307,12.566,11.31
Hero,Chrom,3,1,0,2,57,3.93,2.62,1.5,1.0,1.0,1.5,2.62,16.496,13.93
Hero,Snake,4,1,0,2,98,0.587,2.347,1.0,1.0,4.0,0.25,2.347,17.083,16.277
Peach,Min Min,1,1,0,1,57,1.701,1.62,1.0,1.05,1.0,1.05,1.62,10.03,9.435
Peach,Incineroar,2,1,0,2,54,3.3,2.64,1.25,1.0,1.0,1.25,2.64,13.33,12.075
Peach,Lucina,3,1,0,1,44,2.56,1.707,1.5,1.0,1.0,1.5,1.707,15.89,13.782
Kirby,Mr Game & Watch,1,1,0,3,129,3.297,3.14,1.0,1.05,1.0,1.05,3.14,11.524,10.755
Kirby,Bowser Jr,2,1,0,2,45,3.206,2.7,1.25,0.95,1.0,1.188,2.7,14.73,13.455
Kirby,Captain Falcon,3,0,1,-1,146,1.387,0.973,1.5,0.95,1.0,1.425,0.973,16.117,14.428
Yoshi,Hero,1,1,0,2,67,2.426,2.553,1.0,0.95,1.0,0.95,2.553,10.618,9.913
Yoshi,Olimar,2,1,0,1,0,2.625,2.0,1.25,1.05,1.0,1.312,2.0,13.243,11.913
Yoshi,Robin,3,1,0,2,119,2.979,2.207,1.5,0.9,1.0,1.35,2.207,16.222,14.12
Wolf,Falco,1,1,0,2,83,2.324,2.447,1.0,0.95,1.0,0.95,2.447,10.503,10.187
Wolf,Kazuya,2,1,0,1,112,1.723,1.253,1.25,1.1,1.0,1.375,1.253,12.227,11.44
Wolf,Dark Pit,3,1,0,2,41,4.295,2.727,1.5,1.05,1.0,1.575,2.727,16.521,14.167
Sora,Palutena,1,1,0,1,12,1.92,1.92,1.0,1.0,1.0,1.0,1.92,10.083,9.045
Sora,Sephiroth,2,1,0,2,15,3.625,2.9,1.25,1.0,1.0,1.25,2.9,13.708,11.945
Sora,Joker,3,1,0,2,130,3.36,2.133,1.5,1.05,1.0,1.575,2.133,17.068,14.078
Sora,Captain Falcon,4,1,0,3,106,0.782,3.293,1.0,0.95,4.0,0.237,3.293,17.85,17.372
King Dedede,Joker,1,1,0,2,143,2.251,2.047,1.0,1.1,1.0,1.1,2.047,10.373,8.937
King Dedede,Pokemon Trainer,2,1,0,1,0,2.625,2.0,1.25,1.05,1.0,1.312,2.0,12.998,10.937
King Dedede,Marth,3,1,0,3,123,4.77,3.18,1.5,1.0,1.0,1.5,3.18,17.768,14.117
King Dedede,Sephiroth,4,1,0,2,90,0.63,2.4,1.0,1.05,4.0,0.263,2.4,18.398,16.517
Simon,Toon Link,1,1,0,2,47,2.418,2.687,1.0,0.9,1.0,0.9,2.687,10.52,12.037
Simon,Robin,2,1,0,1,40,1.842,1.733,1.25,0.85,1.0,1.062,1.733,12.362,13.77
Simon,Sephiroth,3,0,1,-1,118,1.062,0.787,1.5,0.9,1.0,1.35,0.787,13.424,14.557
Duck Hunt,Meta Knight,1,1,0,2,62,2.587,2.587,1.0,1.0,1.0,1.0,2.587,10.685,9.497
Duck Hunt,Rosalina & Luma,2,1,0,2,48,3.518,2.68,1.25,1.05,1.0,1.312,2.68,14.202,12.177
Duck Hunt,Diddy Kong,3,1,0,2,100,3.5,2.333,1.5,1.0,1.0,1.5,2.333,17.702,14.51
Duck Hunt,Incineroar,4,1,0,1,15,0.475,1.9,1.0,1.0,4.0,0.25,1.9,18.177,16.41
Ness,Incineroar,1,0,1,-1,93,0.589,0.62,1.0,0.95,1.0,0.95,0.62,8.654,10.085
Greninja,Simon,1,1,0,2,15,2.755,2.9,1.0,0.95,1.0,0.95,2.9,10.782,12.31
Greninja,Bowser,2,1,0,1,60,1.9,1.6,1.25,0.95,1.0,1.188,1.6,12.682,13.91
Greninja,Ridley,3,1,0,1,15,2.565,1.9,1.5,0.9,1.0,1.35,1.9,15.247,15.81
Cloud,Lucas,1,1,0,2,0,2.7,3.0,1.0,0.9,1.0,0.9,3.0,10.713,12.73
Cloud,Dark Pit,2,1,0,1,60,2.1,1.6,1.25,1.05,1.0,1.312,1.6,12.813,14.33
Cloud,Pikachu,3,1,0,2,115,3.35,2.233,1.5,1.0,1.0,1.5,2.233,16.163,16.563
PacMan,Mario,1,1,0,1,6,1.96,1.96,1.0,1.0,1.0,1.0,1.96,10.451,9.58
PacMan,Olimar,2,1,0,2,66,3.04,2.56,1.25,0.95,1.0,1.188,2.56,13.491,12.14
PacMan,Shulk,3,1,0,2,102,3.654,2.32,1.5,1.05,1.0,1.575,2.32,17.145,14.46
PacMan,Pichu,4,1,0,2,204,0.475,2.0,1.0,0.95,4.0,0.237,2.0,17.62,16.46
Pikachu,Ike,1,0,1,-1,29,0.184,0.193,1.0,0.95,1.0,0.95,0.193,8.097,7.643
Banjo & Kazooie,Rosalina & Luma,1,1,0,2,101,2.21,2.327,1.0,0.95,1.0,0.95,2.327,10.09,9.387
Banjo & Kazooie,Mega Man,2,1,0,2,4,4.274,2.973,1.25,1.15,1.0,1.438,2.973,14.364,12.36
Banjo & Kazooie,Little Mac,3,1,0,2,18,4.104,2.88,1.5,0.95,1.0,1.425,2.88,18.468,15.24
Banjo & Kazooie,Marth,4,1,0,1,39,0.37,1.74,1.0,0.85,4.0,0.212,1.74,18.838,16.98
Villager,Pit,1,1,0,1,74,1.356,1.507,1.0,0.9,1.0,0.9,1.507,9.144,9.902
Villager,Hero,2,0,1,-2,101,-0.429,-0.327,1.25,1.05,1.0,1.312,-0.327,8.715,9.575
Mr Game & Watch,Toon Link,1,1,0,2,78,2.48,2.48,1.0,1.0,1.0,1.0,2.48,10.221,9.705
Mr Game & Watch,Steve,2,1,0,1,125,1.531,1.167,1.25,1.05,1.0,1.312,1.167,11.752,10.872
Mr Game & Watch,Min Min,3,1,0,3,159,4.275,3.0,1.5,0.95,1.0,1.425,3.0,16.027,13.872
Joker,Ryu,1,1,0,2,124,2.065,2.173,1.0,0.95,1.0,0.95,2.173,9.593,10.728
Joker,Meta Knight,2,1,0,3,185,3.562,3.0,1.25,0.95,1.0,1.188,3.0,13.155,13.728
Joker,Ice Climbers,3,1,0,2,135,2.835,2.1,1.5,0.9,1.0,1.35,2.1,15.99,15.828
Luigi,Pichu,1,1,0,1,46,1.609,1.693,1.0,0.95,1.0,0.95,1.693,8.916,12.528
Luigi,Mega Man,2,1,0,1,13,2.392,1.913,1.25,1.0,1.0,1.25,1.913,11.307,14.442
Luigi,Zelda,3,1,0,1,67,2.097,1.553,1.5,0.9,1.0,1.35,1.553,13.404,15.995
Luigi,Sora,4,0,1,-1,100,0.15,0.667,1.0,0.9,4.0,0.225,0.667,13.554,16.662
Mario,Young Link,1,1,0,2,104,2.191,2.307,1.0,0.95,1.0,0.95,2.307,9.392,9.152
Mario,Ryu,2,1,0,2,170,2.375,2.0,1.25,0.95,1.0,1.188,2.0,11.767,11.152
Mario,Pyra & Mythra,3,1,0,2,102,3.48,2.32,1.5,1.0,1.0,1.5,2.32,15.247,13.472
Snake,Sora,1,0,1,-1,192,0.95,1.0,1.0,0.95,1.0,0.95,1.0,8.139,7.705
Jigglypuff,Ike,1,1,0,2,0,3.15,3.0,1.0,1.05,1.0,1.05,3.0,10.176,9.52
Jigglypuff,Ridley,2,1,0,2,0,3.562,3.0,1.25,0.95,1.0,1.188,3.0,13.739,12.52
Jigglypuff,Lucina,3,1,0,1,13,2.726,1.913,1.5,0.95,1.0,1.425,1.913,16.465,14.433
Jigglypuff,Sora,5,1,0,1,2,0.417,1.987,1.0,1.05,5.0,0.21,1.987,16.882,16.42
Daisy,Steve,1,0,1,-2,104,-0.337,-0.307,1.0,1.1,1.0,1.1,-0.307,6.614,6.063
Pichu,Lucina,1,0,1,-2,74,-0.481,-0.507,1.0,0.95,1.0,0.95,-0.507,6.212,5.348
Wario,Samus,1,1,0,2,148,2.013,2.013,1.0,1.0,1.0,1.0,2.013,8.638,8.213
Wario,Terry,2,0,1,-1,66,0.605,0.44,1.25,1.1,1.0,1.375,0.44,9.243,8.653
Ike,Pikachu,1,1,0,2,27,2.961,2.82,1.0,1.05,1.0,1.05,2.82,9.492,8.97
Ike,Bayonetta,2,1,0,3,108,4.51,3.28,1.25,1.1,1.0,1.375,3.28,14.002,12.25
Ike,Piranha Plant,3,1,0,1,98,2.02,1.347,1.5,1.0,1.0,1.5,1.347,16.022,13.597
Ike,Lucina,4,1,0,3,144,0.76,3.04,1.0,1.0,4.0,0.25,3.04,16.782,16.637
Ike,Sheik,5,1,0,2,90,0.528,2.4,1.0,1.1,5.0,0.22,2.4,17.31,19.037
Isabelle,Bowser,1,1,0,2,52,2.653,2.653,1.0,1.0,1.0,1.0,2.653,9.122,8.478
Isabelle,Hero,2,0,1,-1,125,1.146,0.833,1.25,1.1,1.0,1.375,0.833,10.268,9.312
Pokemon Trainer,Banjo & Kazooie,1,1,0,1,12,1.632,1.92,1.0,0.85,1.0,0.85,1.92,8.09,7.705
Pokemon Trainer,Wii Fit Trainer,2,1,0,2,114,3.08,2.24,1.25,1.1,1.0,1.375,2.24,11.17,9.945
Pokemon Trainer,Corrin,3,1,0,1,54,2.337,1.64,1.5,0.95,1.0,1.425,1.64,13.507,11.585
Zero Suit Samus,Bowser Jr,1,1,0,1,41,1.727,1.727,1.0,1.0,1.0,1.0,1.727,8.128,7.517
Zero Suit Samus,Ken,2,1,0,1,60,2.1,1.6,1.25,1.05,1.0,1.312,1.6,10.228,9.117
Zero Suit Samus,Cloud,3,1,0,1,48,2.646,1.68,1.5,1.05,1.0,1.575,1.68,12.874,10.797
Bowser Jr,ROB,1,1,0,3,203,3.3,3.0,1.0,1.1,1.0,1.1,3.0,9.693,8.645
Bowser Jr,Diddy Kong,2,1,0,3,140,4.025,3.067,1.25,1.05,1.0,1.312,3.067,13.718,11.712
Bowser Jr,Joker,3,1,0,2,39,4.521,2.74,1.5,1.1,1.0,1.65,2.74,18.239,14.452
Bowser Jr,Hero,4,1,0,2,62,0.711,2.587,1.0,1.1,4.0,0.275,2.587,18.95,17.038
Fox,Captain Falcon,1,1,0,1,110,1.267,1.267,1.0,1.0,1.0,1.0,1.267,7.515,6.892
Fox,Mr Game & Watch,2,0,1,-2,106,-0.367,-0.293,1.25,1.0,1.0,1.25,-0.293,7.148,6.598
Sheik,Banjo & Kazooie,1,1,0,2,91,2.154,2.393,1.0,0.9,1.0,0.9,2.393,8.393,7.833
Sheik,Luigi,2,1,0,1,29,2.371,1.807,1.25,1.05,1.0,1.312,1.807,10.764,9.64
Sheik,Pokemon Trainer,3,1,0,1,0,2.85,2.0,1.5,0.95,1.0,1.425,2.0,13.614,11.64
Sheik,Ganondorf,4,0,1,-1,115,0.182,0.767,1.0,0.95,4.0,0.237,0.767,13.796,12.407
Meta Knight,Daisy,1,1,0,2,116,2.227,2.227,1.0,1.0,1.0,1.0,2.227,8.371,7.502
Meta Knight,Mega Man,2,0,1,-1,129,1.075,0.86,1.25,1.0,1.0,1.25,0.86,9.446,8.362
Little Mac,Mewtwo,1,0,1,-2,37,-0.678,-0.753,1.0,0.9,1.0,0.9,-0.753,5.431,4.542
Inkling,Kirby,1,1,0,1,116,1.227,1.227,1.0,1.0,1.0,1.0,1.227,7.172,6.797
Inkling,Roy,2,1,0,2,131,2.791,2.127,1.25,1.05,1.0,1.312,2.127,9.963,8.923
Inkling,Sonic,3,1,0,2,115,3.518,2.233,1.5,1.05,1.0,1.575,2.233,13.48,11.157
Inkling,Bowser,4,0,1,-1,129,0.215,0.86,1.0,1.0,4.0,0.25,0.86,13.695,12.017
Ken,ROB,1,1,0,1,23,1.939,1.847,1.0,1.05,1.0,1.05,1.847,7.687,7.402
Ken,Snake,2,1,0,2,80,3.238,2.467,1.25,1.05,1.0,1.312,2.467,10.925,9.868
Ken,Bowser,3,0,1,-1,69,0.621,0.46,1.5,0.9,1.0,1.35,0.46,11.546,10.328
Diddy Kong,Ridley,1,1,0,2,48,2.278,2.68,1.0,0.85,1.0,0.85,2.68,7.843,8.17
Diddy Kong,Wario,2,1,0,1,51,2.179,1.66,1.25,1.05,1.0,1.312,1.66,10.022,9.83
Diddy Kong,Fox,3,1,0,2,105,3.45,2.3,1.5,1.0,1.0,1.5,2.3,13.472,12.13
Ridley,Bowser Jr,1,1,0,2,45,3.105,2.7,1.0,1.15,1.0,1.15,2.7,8.623,7.425
Ridley,Robin,2,1,0,2,90,3.3,2.4,1.25,1.1,1.0,1.375,2.4,11.923,9.825
Ridley,Steve,3,1,0,2,0,5.175,3.0,1.5,1.15,1.0,1.725,3.0,17.098,12.825
Ridley,Inkling,5,1,0,2,144,0.449,2.04,1.0,1.1,5.0,0.22,2.04,17.547,14.865
Falco,Pit,1,1,0,2,135,2.205,2.1,1.0,1.05,1.0,1.05,2.1,6.527,6.265
Falco,Captain Falcon,2,0,1,-1,48,0.4,0.32,1.25,1.0,1.0,1.25,0.32,6.927,6.585
Kazuya,Lucario,1,1,0,1,126,1.218,1.16,1.0,1.05,1.0,1.05,1.16,5.147,5.265
Kazuya,Robin,2,0,1,-1,78,0.585,0.52,1.25,0.9,1.0,1.125,0.52,5.732,5.785
Sonic,Ganondorf,1,1,0,2,72,2.646,2.52,1.0,1.05,1.0,1.05,2.52,5.847,5.725
Sonic,Joker,2,1,0,2,138,2.47,2.08,1.25,0.95,1.0,1.188,2.08,8.317,7.805
Sonic,Richter,3,1,0,2,39,4.11,2.74,1.5,1.0,1.0,1.5,2.74,12.427,10.545
Sonic,Pikachu,4,1,0,3,197,0.712,3.0,1.0,0.95,4.0,0.237,3.0,13.139,13.545
Dark Pit,Fox,1,1,0,2,0,3.15,3.0,1.0,1.05,1.0,1.05,3.0,6.338,6.145
Dark Pit,PacMan,2,1,0,2,8,4.052,2.947,1.25,1.1,1.0,1.375,2.947,10.39,9.092
Dark Pit,Hero,3,1,0,1,13,2.87,1.913,1.5,1.0,1.0,1.5,1.913,13.26,11.005
Dark Pit,Cloud,4,1,0,2,47,0.705,2.687,1.0,1.05,4.0,0.263,2.687,13.965,13.692
Lucina,Banjo & Kazooie,1,1,0,2,99,2.457,2.34,1.0,1.05,1.0,1.05,2.34,5.486,5.225
Lucina,Olimar,2,1,0,2,147,2.777,2.02,1.25,1.1,1.0,1.375,2.02,8.264,7.245
Lucina,Kazuya,3,1,0,1,0,3.3,2.0,1.5,1.1,1.0,1.65,2.0,11.564,9.245
Richter,Incineroar,1,1,0,2,0,2.85,3.0,1.0,0.95,1.0,0.95,3.0,5.862,6.17
Richter,Peach,2,1,0,1,68,2.03,1.547,1.25,1.05,1.0,1.312,1.547,7.892,7.717
Richter,Piranha Plant,3,1,0,2,0,4.5,3.0,1.5,1.0,1.0,1.5,3.0,12.392,10.717
Steve,Shulk,1,1,0,1,84,1.368,1.44,1.0,0.95,1.0,0.95,1.44,4.161,4.265
Steve,Hero,2,1,0,1,138,1.35,1.08,1.25,1.0,1.0,1.25,1.08,5.511,5.345
Steve,Mewtwo,3,1,0,2,0,3.825,3.0,1.5,0.85,1.0,1.275,3.0,9.336,8.345
ROB,Inkling,1,1,0,2,65,2.31,2.567,1.0,0.9,1.0,0.9,2.567,4.716,4.842
ROB,Villager,2,1,0,2,53,2.812,2.647,1.25,0.85,1.0,1.062,2.647,7.528,7.488
ROB,Ike,3,1,0,3,105,4.702,3.3,1.5,0.95,1.0,1.425,3.3,12.231,10.788
Byleth,Pit,1,1,0,2,65,2.695,2.567,1.0,1.05,1.0,1.05,2.567,3.906,4.057
Byleth,Yoshi,2,0,1,-1,74,0.647,0.493,1.25,1.05,1.0,1.312,0.493,4.553,4.55
Bayonetta,Ice Climbers,1,1,0,2,42,2.72,2.72,1.0,1.0,1.0,1.0,2.72,3.746,3.86
Bayonetta,Sephiroth,2,0,1,-1,86,0.753,0.573,1.25,1.05,1.0,1.312,0.573,4.498,4.433
Mega Man,Rosalina & Luma,1,1,0,2,63,2.58,2.58,1.0,1.0,1.0,1.0,2.58,3.075,3.075
Mega Man,Greninja,2,1,0,2,143,2.43,2.047,1.25,0.95,1.0,1.188,2.047,5.505,5.122
Mega Man,PacMan,3,1,0,1,0,3.0,2.0,1.5,1.0,1.0,1.5,2.0,8.505,7.122
Mega Man,Chrom,4,1,0,2,129,0.535,2.14,1.0,1.0,4.0,0.25,2.14,9.04,9.262
Link,Dark Pit,1,1,0,3,150,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.436,3.415
Link,King Dedede,2,1,0,1,0,2.5,2.0,1.25,1.0,1.0,1.25,2.0,5.936,5.415
Link,Captain Falcon,3,1,0,2,99,3.51,2.34,1.5,1.0,1.0,1.5,2.34,9.446,7.755
Link,Ryu,4,1,0,3,163,0.825,3.0,1.0,1.1,4.0,0.275,3.0,10.271,10.755
Palutena,Zelda,1,1,0,1,24,1.748,1.84,1.0,0.95,1.0,0.95,1.84,2.109,2.22
