Character,Opponent,Round,Win,Loss,Stock Diff,Percentage,Score,Base Score,Stage Multiplier,Matchup,Late Match Divisor,Total Multiplier,Multiplier Adjusted Score,Accumulated_Sum,Multiplier Adjusted Accumulated Sum
Donkey Kong,Pichu,3,1,0,3,107,7.144,3.572,2.0,1.0,1.0,2.0,3.572,19.067,15.065
King K Rool,Toon Link,1,1,0,2,16,2.936,2.936,1.0,1.0,1.0,1.0,2.936,9.909,9.886
King K Rool,Byleth,2,1,0,2,165,3.686,2.34,1.5,1.05,1.0,1.575,2.34,13.595,12.226
King K Rool,Captain Falcon,3,0,1,-2,80,-1.496,-0.68,2.0,1.1,1.0,2.2,-0.68,12.098,11.546
King Dedede,Isabelle,1,1,0,2,158,2.368,2.368,1.0,1.0,1.0,1.0,2.368,9.337,8.854
King Dedede,Bowser Jr,2,1,0,1,46,2.724,1.816,1.5,1.0,1.0,1.5,1.816,12.061,10.67
King Dedede,Greninja,3,1,0,3,122,7.024,3.512,2.0,1.0,1.0,2.0,3.512,19.085,14.182
Duck Hunt,PacMan,1,1,0,2,7,2.972,2.972,1.0,1.0,1.0,1.0,2.972,9.885,9.43
Duck Hunt,Wolf,2,1,0,2,137,3.862,2.452,1.5,1.05,1.0,1.575,2.452,13.747,11.882
Duck Hunt,Luigi,3,1,0,1,16,3.872,1.936,2.0,1.0,1.0,2.0,1.936,17.619,13.818
Robin,Olimar,1,1,0,2,128,2.861,2.488,1.0,1.15,1.0,1.15,2.488,9.754,9.123
Robin,Sephiroth,2,1,0,2,153,3.94,2.388,1.5,1.1,1.0,1.65,2.388,13.694,11.511
Robin,Banjo & Kazooie,3,1,0,1,38,3.881,1.848,2.0,1.05,1.0,2.1,1.848,17.575,13.359
Robin,Link,4,1,0,1,16,0.484,1.936,1.0,1.0,4.0,0.25,1.936,18.059,15.295
Olimar,Pikachu,1,1,0,3,176,2.966,3.296,1.0,0.9,1.0,0.9,3.296,9.823,9.648
Olimar,Yoshi,2,1,0,3,124,4.993,3.504,1.5,0.95,1.0,1.425,3.504,14.817,13.152
Olimar,Palutena,3,1,0,1,52,3.405,1.792,2.0,0.95,1.0,1.9,1.792,18.221,14.944
Sora,Wolf,1,1,0,1,32,1.966,1.872,1.0,1.05,1.0,1.05,1.872,8.796,8.58
Sora,Steve,2,1,0,2,103,4.076,2.588,1.5,1.05,1.0,1.575,2.588,12.872,11.168
Sora,Sonic,3,1,0,2,17,5.864,2.932,2.0,1.0,1.0,2.0,2.932,18.736,14.1
PacMan,Banjo & Kazooie,1,1,0,2,25,2.755,2.9,1.0,0.95,1.0,0.95,2.9,9.526,9.371
PacMan,Lucario,2,1,0,2,0,4.5,3.0,1.5,1.0,1.0,1.5,3.0,14.026,12.371
PacMan,Wii Fit Trainer,3,1,0,2,0,6.3,3.0,2.0,1.05,1.0,2.1,3.0,20.326,15.371
Ridley,Ike,1,1,0,2,142,2.31,2.432,1.0,0.95,1.0,0.95,2.432,9.063,8.478
Ridley,Wii Fit Trainer,2,1,0,3,141,4.896,3.436,1.5,0.95,1.0,1.425,3.436,13.96,11.914
Ridley,Min Min,3,1,0,1,113,3.251,1.548,2.0,1.05,1.0,2.1,1.548,17.21,13.462
Toon Link,Banjo & Kazooie,1,1,0,2,116,2.536,2.536,1.0,1.0,1.0,1.0,2.536,9.236,9.113
Toon Link,Ken,2,1,0,2,63,4.122,2.748,1.5,1.0,1.0,1.5,2.748,13.358,11.861
Toon Link,Dr Mario,3,1,0,3,152,6.445,3.392,2.0,0.95,1.0,1.9,3.392,19.803,15.253
Toon Link,Captain Falcon,4,0,1,-1,52,0.052,0.208,1.0,1.0,4.0,0.25,0.208,19.855,15.461
Ike,Ganondorf,1,1,0,2,53,3.067,2.788,1.0,1.1,1.0,1.1,2.788,9.759,9.918
Ike,Hero,2,1,0,1,0,3.0,2.0,1.5,1.0,1.0,1.5,2.0,12.759,11.918
Ike,Mewtwo,3,1,0,1,0,3.8,2.0,2.0,0.95,1.0,1.9,2.0,16.559,13.918
Hero,Palutena,1,1,0,3,175,3.135,3.3,1.0,0.95,1.0,0.95,3.3,9.768,9.723
Hero,PacMan,2,1,0,3,85,5.215,3.66,1.5,0.95,1.0,1.425,3.66,14.983,13.383
Hero,Mr Game & Watch,3,1,0,1,0,3.6,2.0,2.0,0.9,1.0,1.8,2.0,18.584,15.383
Jigglypuff,Ridley,1,1,0,1,59,1.676,1.764,1.0,0.95,1.0,0.95,1.764,8.257,8.224
Jigglypuff,Lucas,2,0,1,-1,121,0.69,0.484,1.5,0.95,1.0,1.425,0.484,8.947,8.708
Ganondorf,Meta Knight,1,1,0,1,0,2.3,2.0,1.0,1.15,1.0,1.15,2.0,8.808,8.462
Ganondorf,Duck Hunt,2,1,0,2,114,4.007,2.544,1.5,1.05,1.0,1.575,2.544,12.815,11.006
Ganondorf,Lucina,3,1,0,2,0,5.4,3.0,2.0,0.9,1.0,1.8,3.0,18.215,14.006
Ganondorf,Terry,4,1,0,2,181,0.569,2.276,1.0,1.0,4.0,0.25,2.276,18.784,16.282
Wolf,Wii Fit Trainer,1,1,0,3,108,3.211,3.568,1.0,0.9,1.0,0.9,3.568,9.698,9.423
Wolf,Marth,2,1,0,2,125,3.562,2.5,1.5,0.95,1.0,1.425,2.5,13.261,11.923
Wolf,Shulk,3,1,0,3,151,6.792,3.396,2.0,1.0,1.0,2.0,3.396,20.053,15.319
Wolf,Ganondorf,5,1,0,3,55,0.794,3.78,1.0,1.05,5.0,0.21,3.78,20.847,19.099
Ice Climbers,Joker,1,1,0,2,19,3.216,2.924,1.0,1.1,1.0,1.1,2.924,9.693,8.833
Ice Climbers,Jigglypuff,2,1,0,2,105,3.87,2.58,1.5,1.0,1.0,1.5,2.58,13.563,11.413
Ice Climbers,ROB,3,1,0,3,152,7.123,3.392,2.0,1.05,1.0,2.1,3.392,20.687,14.805
Yoshi,Marth,1,1,0,1,70,1.72,1.72,1.0,1.0,1.0,1.0,1.72,8.128,7.562
Yoshi,Sonic,2,1,0,2,47,4.429,2.812,1.5,1.05,1.0,1.575,2.812,12.557,10.374
Yoshi,Roy,3,1,0,3,109,7.128,3.564,2.0,1.0,1.0,2.0,3.564,19.685,13.938
Cloud,Dr Mario,1,1,0,1,119,1.448,1.524,1.0,0.95,1.0,0.95,1.524,7.841,8.022
Cloud,Mr Game & Watch,2,1,0,2,65,4.11,2.74,1.5,1.0,1.0,1.5,2.74,11.951,10.762
Cloud,Zero Suit Samus,3,1,0,3,66,7.098,3.736,2.0,0.95,1.0,1.9,3.736,19.049,14.498
Kirby,Peach,1,1,0,3,90,3.64,3.64,1.0,1.0,1.0,1.0,3.64,10.021,9.567
Kirby,Captain Falcon,2,1,0,1,117,2.183,1.532,1.5,0.95,1.0,1.425,1.532,12.204,11.099
Kirby,Duck Hunt,3,1,0,2,51,5.592,2.796,2.0,1.0,1.0,2.0,2.796,17.796,13.895
Terry,Pyra & Mythra,1,1,0,3,149,3.574,3.404,1.0,1.05,1.0,1.05,3.404,9.939,9.13
Terry,Mega Man,2,1,0,3,155,4.563,3.38,1.5,0.9,1.0,1.35,3.38,14.502,12.51
Terry,Pikachu,3,1,0,2,42,5.098,2.832,2.0,0.9,1.0,1.8,2.832,19.6,15.342
Terry,Meta Knight,5,1,0,1,7,0.414,1.972,1.0,1.05,5.0,0.21,1.972,20.014,17.314
Mr Game & Watch,Simon,1,1,0,2,16,2.936,2.936,1.0,1.0,1.0,1.0,2.936,9.293,8.709
Mr Game & Watch,Wolf,2,1,0,1,111,2.451,1.556,1.5,1.05,1.0,1.575,1.556,11.744,10.265
Mr Game & Watch,Ness,3,1,0,1,0,3.6,2.0,2.0,0.9,1.0,1.8,2.0,15.344,12.265
Joker,Samus,1,1,0,3,150,3.23,3.4,1.0,0.95,1.0,0.95,3.4,9.577,9.704
Joker,Ness,2,0,1,-1,87,0.522,0.348,1.5,1.0,1.0,1.5,0.348,10.099,10.052
Pit,Toon Link,1,1,0,2,34,2.864,2.864,1.0,1.0,1.0,1.0,2.864,9.195,8.784
Pit,Shulk,2,1,0,2,142,3.83,2.432,1.5,1.05,1.0,1.575,2.432,13.025,11.216
Pit,Roy,3,1,0,2,0,6.3,3.0,2.0,1.05,1.0,2.1,3.0,19.325,14.216
Peach,Inkling,1,0,1,-1,50,0.19,0.2,1.0,0.95,1.0,0.95,0.2,6.51,5.948
Young Link,Falco,1,1,0,3,151,3.396,3.396,1.0,1.0,1.0,1.0,3.396,9.55,9.026
Young Link,Pyra & Mythra,2,1,0,3,163,5.273,3.348,1.5,1.05,1.0,1.575,3.348,14.823,12.374
Young Link,Diddy Kong,3,1,0,2,50,5.6,2.8,2.0,1.0,1.0,2.0,2.8,20.423,15.174
Young Link,Daisy,4,1,0,2,79,0.671,2.684,1.0,1.0,4.0,0.25,2.684,21.094,17.858
Mario,Peach,1,1,0,1,49,1.804,1.804,1.0,1.0,1.0,1.0,1.804,7.953,7.466
Mario,Palutena,2,1,0,1,87,2.478,1.652,1.5,1.0,1.0,1.5,1.652,10.431,9.118
Mario,Zero Suit Samus,3,1,0,1,99,3.048,1.604,2.0,0.95,1.0,1.9,1.604,13.479,10.722
Mario,Lucas,4,1,0,2,71,0.645,2.716,1.0,0.95,4.0,0.237,2.716,14.124,13.438
Greninja,Robin,1,1,0,2,34,2.721,2.864,1.0,0.95,1.0,0.95,2.864,8.87,9.163
Greninja,Ryu,2,1,0,2,112,3.637,2.552,1.5,0.95,1.0,1.425,2.552,12.506,11.715
Greninja,Sheik,3,1,0,2,53,5.576,2.788,2.0,1.0,1.0,2.0,2.788,18.082,14.503
Wii Fit Trainer,Daisy,1,0,1,-1,73,0.277,0.292,1.0,0.95,1.0,0.95,0.292,6.154,6.149
Dark Pit,Pichu,1,1,0,2,81,2.676,2.676,1.0,1.0,1.0,1.0,2.676,8.475,8.399
Dark Pit,Wario,2,1,0,2,88,4.171,2.648,1.5,1.05,1.0,1.575,2.648,12.646,11.047
Dark Pit,Roy,3,1,0,2,35,6.006,2.86,2.0,1.05,1.0,2.1,2.86,18.652,13.907
Dark Pit,Captain Falcon,5,1,0,2,92,0.579,2.632,1.0,1.1,5.0,0.22,2.632,19.231,16.539
Sheik,Greninja,1,1,0,2,21,2.916,2.916,1.0,1.0,1.0,1.0,2.916,8.668,8.275
Sheik,Steve,2,0,1,-1,121,0.835,0.484,1.5,1.15,1.0,1.725,0.484,9.503,8.759
Inkling,Wii Fit Trainer,1,1,0,1,39,1.844,1.844,1.0,1.0,1.0,1.0,1.844,7.568,7.09
Inkling,Wario,2,1,0,2,99,4.101,2.604,1.5,1.05,1.0,1.575,2.604,11.669,9.694
Inkling,Pyra & Mythra,3,1,0,1,14,4.277,1.944,2.0,1.1,1.0,2.2,1.944,15.946,11.638
Luigi,Steve,1,1,0,1,40,1.932,1.84,1.0,1.05,1.0,1.05,1.84,7.617,8.364
Luigi,Rosalina & Luma,2,1,0,2,39,4.693,2.844,1.5,1.1,1.0,1.65,2.844,12.31,11.208
Luigi,Snake,3,1,0,2,83,5.336,2.668,2.0,1.0,1.0,2.0,2.668,17.646,13.876
Pokemon Trainer,Falco,1,1,0,2,183,2.268,2.268,1.0,1.0,1.0,1.0,2.268,7.94,7.388
Pokemon Trainer,Kazuya,2,1,0,1,152,2.192,1.392,1.5,1.05,1.0,1.575,1.392,10.132,8.78
Pokemon Trainer,Wolf,3,1,0,1,33,3.736,1.868,2.0,1.0,1.0,2.0,1.868,13.868,10.648
Ryu,Wario,1,1,0,1,45,1.82,1.82,1.0,1.0,1.0,1.0,1.82,7.49,7.055
Ryu,Banjo & Kazooie,2,1,0,2,104,3.876,2.584,1.5,1.0,1.0,1.5,2.584,11.366,9.639
Ryu,King Dedede,3,1,0,1,81,3.017,1.676,2.0,0.9,1.0,1.8,1.676,14.383,11.315
Diddy Kong,PacMan,1,1,0,1,0,2.1,2.0,1.0,1.05,1.0,1.05,2.0,7.762,7.279
Diddy Kong,Pokemon Trainer,2,0,1,-1,20,0.12,0.08,1.5,1.0,1.0,1.5,0.08,7.882,7.359
Simon,Joker,1,1,0,1,32,1.966,1.872,1.0,1.05,1.0,1.05,1.872,7.614,7.834
Simon,ROB,2,1,0,2,80,4.422,2.68,1.5,1.1,1.0,1.65,2.68,12.036,10.514
Simon,Young Link,3,1,0,1,0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,16.036,12.514
Sonic,Ice Climbers,1,1,0,2,60,2.76,2.76,1.0,1.0,1.0,1.0,2.76,8.328,8.442
Sonic,Meta Knight,2,1,0,2,73,4.062,2.708,1.5,1.0,1.0,1.5,2.708,12.39,11.15
Sonic,Roy,3,1,0,1,63,3.496,1.748,2.0,1.0,1.0,2.0,1.748,15.886,12.898
Sonic,Ken,4,1,0,1,0,0.45,2.0,1.0,0.9,4.0,0.225,2.0,16.336,14.898
Zero Suit Samus,Jigglypuff,1,1,0,1,20,1.824,1.92,1.0,0.95,1.0,0.95,1.92,7.317,6.805
Zero Suit Samus,King K Rool,2,0,1,-1,37,0.2,0.148,1.5,0.9,1.0,1.35,0.148,7.517,6.953
Richter,Toon Link,1,1,0,2,21,2.624,2.916,1.0,0.9,1.0,0.9,2.916,7.979,7.777
Richter,Pikachu,2,1,0,2,88,4.369,2.648,1.5,1.1,1.0,1.65,2.648,12.349,10.425
Richter,ROB,3,1,0,2,130,5.456,2.48,2.0,1.1,1.0,2.2,2.48,17.805,12.905
ROB,King Dedede,1,1,0,1,0,1.9,2.0,1.0,0.95,1.0,0.95,2.0,7.209,6.882
ROB,Little Mac,2,0,1,-1,0,0.0,0.0,1.5,0.95,1.0,1.425,0.0,7.209,6.882
Lucina,Peach,1,1,0,3,160,3.36,3.36,1.0,1.0,1.0,1.0,3.36,8.474,7.765
Lucina,Min Min,2,1,0,2,51,4.613,2.796,1.5,1.1,1.0,1.65,2.796,13.087,10.561
Lucina,Roy,3,1,0,1,0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,17.087,12.561
Ken,Mewtwo,1,1,0,1,106,1.34,1.576,1.0,0.85,1.0,0.85,1.576,6.448,6.319
Ken,Byleth,2,1,0,1,75,2.678,1.7,1.5,1.05,1.0,1.575,1.7,9.125,8.019
Ken,Pikachu,3,1,0,1,82,3.177,1.672,2.0,0.95,1.0,1.9,1.672,12.302,9.691
Captain Falcon,Meta Knight,1,1,0,1,126,1.646,1.496,1.0,1.1,1.0,1.1,1.496,6.639,6.139
Captain Falcon,Jigglypuff,2,1,0,2,105,3.87,2.58,1.5,1.0,1.0,1.5,2.58,10.509,8.719
Captain Falcon,Lucario,3,1,0,1,133,2.936,1.468,2.0,1.0,1.0,2.0,1.468,13.445,10.187
Pyra & Mythra,Jigglypuff,1,1,0,3,153,3.388,3.388,1.0,1.0,1.0,1.0,3.388,8.365,8.024
Pyra & Mythra,Sora,2,1,0,1,0,2.7,2.0,1.5,0.9,1.0,1.35,2.0,11.065,10.024
Pyra & Mythra,Meta Knight,3,0,1,-1,17,0.143,0.068,2.0,1.05,1.0,2.1,0.068,11.208,10.092
Samus,Duck Hunt,1,1,0,2,104,2.713,2.584,1.0,1.05,1.0,1.05,2.584,7.44,6.715
Samus,Diddy Kong,2,1,0,2,121,3.774,2.516,1.5,1.0,1.0,1.5,2.516,11.214,9.231
Samus,Isabelle,3,1,0,2,88,5.031,2.648,2.0,0.95,1.0,1.9,2.648,16.245,11.879
Samus,Robin,4,1,0,1,143,0.321,1.428,1.0,0.9,4.0,0.225,1.428,16.567,13.307
Link,Ganondorf,1,1,0,2,114,2.29,2.544,1.0,0.9,1.0,0.9,2.544,7.015,7.416
Link,Pikachu,2,1,0,2,48,4.423,2.808,1.5,1.05,1.0,1.575,2.808,11.437,10.224
Link,Greninja,3,1,0,3,45,7.64,3.82,2.0,1.0,1.0,2.0,3.82,19.077,14.044
Isabelle,Corrin,1,1,0,1,14,2.138,1.944,1.0,1.1,1.0,1.1,1.944,6.862,6.37
Isabelle,Ryu,2,1,0,2,57,4.574,2.772,1.5,1.1,1.0,1.65,2.772,11.436,9.142
Isabelle,Pokemon Trainer,3,1,0,2,59,5.252,2.764,2.0,0.95,1.0,1.9,2.764,16.688,11.906
Wario,Sonic,1,1,0,1,0,2.2,2.0,1.0,1.1,1.0,1.1,2.0,6.924,6.695
Wario,Ice Climbers,2,1,0,2,80,4.422,2.68,1.5,1.1,1.0,1.65,2.68,11.346,9.375
Wario,Link,3,0,1,-1,76,0.517,0.304,2.0,0.85,1.0,1.7,0.304,11.863,9.679
Little Mac,Palutena,1,1,0,2,34,3.15,2.864,1.0,1.1,1.0,1.1,2.864,7.824,6.581
Little Mac,Fox,2,1,0,2,66,4.514,2.736,1.5,1.1,1.0,1.65,2.736,12.339,9.317
Little Mac,Wario,3,1,0,2,76,6.201,2.696,2.0,1.15,1.0,2.3,2.696,18.54,12.013
Mii Brawler,Wii Fit Trainer,1,1,0,3,97,3.973,3.612,1.0,1.1,1.0,1.1,3.612,8.575,7.503
Mii Brawler,Robin,2,1,0,2,90,4.356,2.64,1.5,1.1,1.0,1.65,2.64,12.931,10.143
Mii Brawler,Ridley,3,1,0,1,105,3.002,1.58,2.0,0.95,1.0,1.9,1.58,15.933,11.723
Mega Man,Bowser,1,1,0,2,152,2.153,2.392,1.0,0.9,1.0,0.9,2.392,6.672,6.244
Mega Man,Captain Falcon,2,1,0,1,124,2.256,1.504,1.5,1.0,1.0,1.5,1.504,8.928,7.748
Mega Man,Peach,3,1,0,1,134,2.782,1.464,2.0,0.95,1.0,1.9,1.464,11.709,9.212
Fox,Robin,1,0,1,-2,101,-0.536,-0.596,1.0,0.9,1.0,0.9,-0.596,3.938,3.424
Villager,Duck Hunt,1,1,0,2,12,2.804,2.952,1.0,0.95,1.0,0.95,2.952,7.268,6.792
Villager,Banjo & Kazooie,2,1,0,2,0,4.05,3.0,1.5,0.9,1.0,1.35,3.0,11.318,9.792
Villager,Little Mac,3,1,0,2,61,4.961,2.756,2.0,0.9,1.0,1.8,2.756,16.279,12.548
Meta Knight,Richter,1,1,0,2,103,2.717,2.588,1.0,1.05,1.0,1.05,2.588,7.095,6.352
Meta Knight,Dark Samus,2,1,0,2,43,4.454,2.828,1.5,1.05,1.0,1.575,2.828,11.55,9.18
Meta Knight,Dr Mario,3,1,0,3,122,6.673,3.512,2.0,0.95,1.0,1.9,3.512,18.222,12.692
Mewtwo,Lucina,1,1,0,2,0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.369,6.491
Mewtwo,Joker,2,1,0,2,65,4.521,2.74,1.5,1.1,1.0,1.65,2.74,11.89,9.231
Mewtwo,Ganondorf,3,1,0,1,101,3.352,1.596,2.0,1.05,1.0,2.1,1.596,15.242,10.827
