Character,Opponent,Round,Win,Loss,Stock Diff,Percentage,Score,Base Score,Stage Multiplier,Matchup,Late Match Divisor,Total Multiplier,Multiplier Adjusted Score,Accumulated_Sum,Multiplier Adjusted Accumulated Sum
Banjo & Kazooie,Piranha Plant,4,1,0,2,95,0.622,2.62,1.0,0.95,4.0,0.237,2.62,56.44,20.887
Dark Pit,Inkling,1,1,0,1,70,7.525,1.72,4.375,1.0,1.0,4.375,1.72,17.366,11.561
Dark Pit,Pichu,2,1,0,1,65,9.787,1.74,5.625,1.0,1.0,5.625,1.74,27.154,13.301
Dark Pit,Little Mac,3,1,0,2,25,19.938,2.9,6.875,1.0,1.0,6.875,2.9,47.091,16.201
Dark Pit,Yoshi,4,1,0,1,17,0.483,1.932,1.0,1.0,4.0,0.25,1.932,47.574,18.133
Sephiroth,Zero Suit Samus,1,1,0,3,117,13.907,3.532,4.375,0.9,1.0,3.938,3.532,23.539,13.164
Sephiroth,Pyra & Mythra,2,1,0,2,77,15.143,2.692,5.625,1.0,1.0,5.625,2.692,38.682,15.856
Sephiroth,Luigi,3,1,0,3,79,22.795,3.684,6.875,0.9,1.0,6.188,3.684,61.477,19.54
Link,Chrom,1,1,0,2,56,13.359,2.776,4.375,1.1,1.0,4.812,2.776,22.782,12.199
Link,Richter,2,1,0,3,133,16.581,3.468,5.625,0.85,1.0,4.781,3.468,39.364,15.667
Link,Greninja,3,1,0,2,17,20.157,2.932,6.875,1.0,1.0,6.875,2.932,59.521,18.599
Donkey Kong,Young Link,1,1,0,3,132,15.19,3.472,4.375,1.0,1.0,4.375,3.472,24.194,12.476
Donkey Kong,Ryu,2,1,0,3,113,18.96,3.548,5.625,0.95,1.0,5.344,3.548,43.154,16.024
Donkey Kong,Snake,3,1,0,1,102,10.945,1.592,6.875,1.0,1.0,6.875,1.592,54.099,17.616
Ridley,Ken,1,1,0,2,112,12.84,2.552,4.375,1.15,1.0,5.031,2.552,21.635,11.347
Ridley,Sonic,2,1,0,3,152,20.034,3.392,5.625,1.05,1.0,5.906,3.392,41.669,14.739
Ridley,Diddy Kong,3,1,0,3,142,27.134,3.432,6.875,1.15,1.0,7.906,3.432,68.803,18.171
Incineroar,Marth,1,1,0,2,119,11.043,2.524,4.375,1.0,1.0,4.375,2.524,19.628,11.109
Incineroar,Ice Climbers,2,1,0,3,77,22.844,3.692,5.625,1.1,1.0,6.188,3.692,42.472,14.801
Incineroar,Pyra & Mythra,3,1,0,2,101,16.955,2.596,6.875,0.95,1.0,6.531,2.596,59.427,17.397
King K Rool,Ice Climbers,1,1,0,3,144,14.98,3.424,4.375,1.0,1.0,4.375,3.424,23.146,11.59
King K Rool,Wario,2,1,0,3,175,21.347,3.3,5.625,1.15,1.0,6.469,3.3,44.493,14.89
King K Rool,Incineroar,3,1,0,1,16,13.976,1.936,6.875,1.05,1.0,7.219,1.936,58.468,16.826
Kirby,Lucas,1,1,0,3,93,15.873,3.628,4.375,1.0,1.0,4.375,3.628,23.829,11.585
Kirby,Greninja,2,1,0,1,0,11.812,2.0,5.625,1.05,1.0,5.906,2.0,35.642,13.585
Kirby,Bowser Jr,3,1,0,3,85,23.904,3.66,6.875,0.95,1.0,6.531,3.66,59.546,17.245
Yoshi,Sephiroth,1,1,0,3,125,15.312,3.5,4.375,1.0,1.0,4.375,3.5,22.851,11.038
Yoshi,Sheik,2,1,0,3,169,16.828,3.324,5.625,0.9,1.0,5.062,3.324,39.678,14.362
Yoshi,Steve,3,1,0,1,0,13.75,2.0,6.875,1.0,1.0,6.875,2.0,53.428,16.362
Duck Hunt,Dark Pit,1,1,0,3,140,15.05,3.44,4.375,1.0,1.0,4.375,3.44,22.379,10.769
Duck Hunt,Little Mac,2,1,0,1,74,8.627,1.704,5.625,0.9,1.0,5.062,1.704,31.005,12.473
Duck Hunt,Ness,3,1,0,3,53,26.043,3.788,6.875,1.0,1.0,6.875,3.788,57.048,16.261
Terry,Mewtwo,1,1,0,3,140,14.297,3.44,4.375,0.95,1.0,4.156,3.44,21.207,10.35
Terry,Peach,2,1,0,2,58,15.57,2.768,5.625,1.0,1.0,5.625,2.768,36.777,13.118
Terry,Dr Mario,3,1,0,2,114,16.616,2.544,6.875,0.95,1.0,6.531,2.544,53.393,15.662
Lucina,Daisy,1,1,0,2,108,11.235,2.568,4.375,1.0,1.0,4.375,2.568,17.936,9.269
Lucina,Kirby,2,1,0,2,39,15.997,2.844,5.625,1.0,1.0,5.625,2.844,33.933,12.113
Lucina,Isabelle,3,1,0,3,156,23.21,3.376,6.875,1.0,1.0,6.875,3.376,57.143,15.489
Corrin,Ganondorf,1,1,0,1,56,7.381,1.776,4.375,0.95,1.0,4.156,1.776,13.872,8.267
Corrin,Sora,2,1,0,3,139,17.435,3.444,5.625,0.9,1.0,5.062,3.444,31.308,11.711
Corrin,Robin,3,1,0,2,48,19.305,2.808,6.875,1.0,1.0,6.875,2.808,50.613,14.519
Dark Samus,Bowser Jr,1,1,0,3,102,14.143,3.592,4.375,0.9,1.0,3.938,3.592,20.425,9.874
Dark Samus,Jigglypuff,2,1,0,3,162,18.855,3.352,5.625,1.0,1.0,5.625,3.352,39.281,13.226
Dark Samus,Sephiroth,3,1,0,2,79,18.453,2.684,6.875,1.0,1.0,6.875,2.684,57.733,15.91
Pokemon Trainer,King K Rool,1,1,0,2,110,10.64,2.56,4.375,0.95,1.0,4.156,2.56,16.712,8.632
Pokemon Trainer,Cloud,2,0,1,-1,59,1.394,0.236,5.625,1.05,1.0,5.906,0.236,18.106,8.868
Pyra & Mythra,Roy,1,1,0,2,59,12.093,2.764,4.375,1.0,1.0,4.375,2.764,17.956,8.627
Pyra & Mythra,Shulk,2,1,0,3,114,19.935,3.544,5.625,1.0,1.0,5.625,3.544,37.891,12.171
Pyra & Mythra,Joker,3,1,0,3,118,25.468,3.528,6.875,1.05,1.0,7.219,3.528,63.358,15.699
Mii Brawler,Sephiroth,1,1,0,2,78,12.348,2.688,4.375,1.05,1.0,4.594,2.688,18.002,8.342
Mii Brawler,King K Rool,2,1,0,2,11,14.133,2.956,5.625,0.85,1.0,4.781,2.956,32.135,11.298
Mii Brawler,Samus,3,1,0,2,13,20.267,2.948,6.875,1.0,1.0,6.875,2.948,52.403,14.246
Dr Mario,Wario,1,1,0,2,53,12.807,2.788,4.375,1.05,1.0,4.594,2.788,18.042,8.023
Dr Mario,Inkling,2,1,0,3,75,20.812,3.7,5.625,1.0,1.0,5.625,3.7,38.855,11.723
Dr Mario,Robin,3,1,0,2,66,18.81,2.736,6.875,1.0,1.0,6.875,2.736,57.665,14.459
Robin,Pokemon Trainer,1,1,0,2,34,13.783,2.864,4.375,1.1,1.0,4.812,2.864,18.808,7.889
Robin,Mega Man,2,1,0,3,129,21.557,3.484,5.625,1.1,1.0,6.188,3.484,40.365,11.373
Robin,Ryu,3,1,0,3,134,23.815,3.464,6.875,1.0,1.0,6.875,3.464,64.18,14.837
Bowser,Falco,1,1,0,3,170,14.525,3.32,4.375,1.0,1.0,4.375,3.32,19.341,8.136
Bowser,Isabelle,2,1,0,2,0,16.875,3.0,5.625,1.0,1.0,5.625,3.0,36.216,11.136
Bowser,Wario,3,1,0,2,149,18.18,2.404,6.875,1.1,1.0,7.563,2.404,54.396,13.54
Chrom,Snake,1,1,0,3,135,15.894,3.46,4.375,1.05,1.0,4.594,3.46,20.501,8.067
Chrom,Ice Climbers,2,1,0,2,23,17.175,2.908,5.625,1.05,1.0,5.906,2.908,37.677,10.975
Chrom,Hero,3,1,0,2,89,18.178,2.644,6.875,1.0,1.0,6.875,2.644,55.854,13.619
Min Min,Pit,1,1,0,2,37,11.854,2.852,4.375,0.95,1.0,4.156,2.852,16.042,7.04
Min Min,Lucina,2,1,0,2,28,14.62,2.888,5.625,0.9,1.0,5.062,2.888,30.662,9.928
Min Min,Ganondorf,3,1,0,3,61,24.531,3.756,6.875,0.95,1.0,6.531,3.756,55.194,13.684
Cloud,Chrom,1,1,0,3,99,14.979,3.604,4.375,0.95,1.0,4.156,3.604,18.957,7.582
Cloud,Ike,2,1,0,2,53,14.898,2.788,5.625,0.95,1.0,5.344,2.788,33.856,10.37
Cloud,Falco,3,1,0,2,60,18.975,2.76,6.875,1.0,1.0,6.875,2.76,52.831,13.13
Toon Link,Ryu,1,1,0,2,93,11.498,2.628,4.375,1.0,1.0,4.375,2.628,15.267,6.397
Toon Link,ROB,2,1,0,2,18,17.293,2.928,5.625,1.05,1.0,5.906,2.928,32.56,9.325
Toon Link,Mario,3,1,0,2,53,20.126,2.788,6.875,1.05,1.0,7.219,2.788,52.686,12.113
King Dedede,Steve,1,1,0,2,19,13.432,2.924,4.375,1.05,1.0,4.594,2.924,16.992,6.484
King Dedede,Bayonetta,2,1,0,3,149,21.062,3.404,5.625,1.1,1.0,6.188,3.404,38.054,9.888
King Dedede,Sonic,3,1,0,3,137,26.106,3.452,6.875,1.1,1.0,7.563,3.452,64.16,13.34
Byleth,Palutena,1,1,0,2,53,12.198,2.788,4.375,1.0,1.0,4.375,2.788,15.548,6.138
Byleth,Piranha Plant,2,1,0,2,137,13.793,2.452,5.625,1.0,1.0,5.625,2.452,29.34,8.59
Byleth,Diddy Kong,3,1,0,1,112,11.737,1.552,6.875,1.1,1.0,7.563,1.552,41.077,10.142
