Character,Opponent,Round,Win,Loss,Stock Diff,Percentage,Score,Base Score,Stage Multiplier,Matchup,Late Match Divisor,Total Multiplier,Multiplier Adjusted Score,Accumulated_Sum,Multiplier Adjusted Accumulated Sum
Mii Gunner,Pac Man,1,1,0,2,128,2.36,2.36,1.0,1.0,1.0,1.0,2.36,2.36,2.36
Mii Gunner,Daisy,2,1,0,2,37,3.097,2.815,1.1,1.0,1.0,1.1,2.815,5.457,5.175
Mii Gunner,Mr Game & Watch,3,1,0,2,57,3.584,2.715,1.2,1.1,1.0,1.32,2.715,9.04,7.89
Mii Gunner,King Dedede,5,1,0,1,48,0.317,1.76,1.0,0.9,5.0,0.18,1.76,9.357,9.65
Mewtwo,Terry,1,0,1,-1,13,0.068,0.065,1.0,1.05,1.0,1.05,0.065,0.068,0.065
Bowser Jr,Ryu,1,1,0,2,58,2.845,2.71,1.0,1.05,1.0,1.05,2.71,2.845,2.71
Bowser Jr,Steve,2,1,0,2,88,3.098,2.56,1.1,1.1,1.0,1.21,2.56,5.943,5.27
Bowser Jr,King Dedede,3,0,1,-1,75,0.45,0.375,1.2,1.0,1.0,1.2,0.375,6.393,5.645
Min Min,Roy,1,1,0,2,77,2.484,2.615,1.0,0.95,1.0,0.95,2.615,2.484,2.615
Min Min,Terry,2,1,0,3,98,3.668,3.51,1.1,0.95,1.0,1.045,3.51,6.152,6.125
Min Min,Byleth,3,1,0,3,133,3.602,3.335,1.2,0.9,1.0,1.08,3.335,9.754,9.46
Min Min,Banjo & Kazooie,4,1,0,3,167,0.752,3.165,1.0,0.95,4.0,0.237,3.165,10.506,12.625
Ridley,Pichu,1,1,0,1,88,1.638,1.56,1.0,1.05,1.0,1.05,1.56,1.638,1.56
Ridley,Samus,2,1,0,2,59,3.273,2.705,1.1,1.1,1.0,1.21,2.705,4.911,4.265
Ridley,Banjo & Kazooie,3,0,1,-1,92,0.607,0.46,1.2,1.1,1.0,1.32,0.46,5.518,4.725
Cloud,Sora,1,1,0,2,176,1.908,2.12,1.0,0.9,1.0,0.9,2.12,1.908,2.12
Cloud,Corrin,2,1,0,1,46,1.947,1.77,1.1,1.0,1.0,1.1,1.77,3.855,3.89
Cloud,Greninja,3,1,0,2,32,3.408,2.84,1.2,1.0,1.0,1.2,2.84,7.263,6.73
Cloud,Pac Man,4,1,0,2,0,0.75,3.0,1.0,1.0,4.0,0.25,3.0,8.013,9.73
Falco,Peach,1,1,0,1,0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
Falco,Young Link,2,1,0,2,47,3.042,2.765,1.1,1.0,1.0,1.1,2.765,5.042,4.765
Falco,Pac Man,3,0,1,-2,80,-0.72,-0.6,1.2,1.0,1.0,1.2,-0.6,4.322,4.165
Sora,Snake,1,1,0,2,142,2.405,2.29,1.0,1.05,1.0,1.05,2.29,2.405,2.29
Sora,Yoshi,2,1,0,2,33,3.119,2.835,1.1,1.0,1.0,1.1,2.835,5.523,5.125
Sora,Min Min,3,1,0,1,0,2.64,2.0,1.2,1.1,1.0,1.32,2.0,8.163,7.125
Little Mac,Pikachu,1,1,0,1,46,1.859,1.77,1.0,1.05,1.0,1.05,1.77,1.859,1.77
Little Mac,Duck Hunt,2,1,0,1,0,2.42,2.0,1.1,1.1,1.0,1.21,2.0,4.279,3.77
Little Mac,Isabellle,3,1,0,1,95,1.83,1.525,1.2,1.0,1.0,1.2,1.525,6.109,5.295
Sephiroth,Greninja,1,1,0,3,130,3.518,3.35,1.0,1.05,1.0,1.05,3.35,3.518,3.35
Sephiroth,Pit,2,1,0,3,122,3.543,3.39,1.1,0.95,1.0,1.045,3.39,7.06,6.74
Sephiroth,Zelda,3,1,0,2,115,2.619,2.425,1.2,0.9,1.0,1.08,2.425,9.679,9.165
Bowser,King Dedede,1,1,0,2,81,2.854,2.595,1.0,1.1,1.0,1.1,2.595,2.854,2.595
Bowser,King K Rool,2,1,0,2,44,2.752,2.78,1.1,0.9,1.0,0.99,2.78,5.607,5.375
Bowser,Samus,3,1,0,3,194,3.636,3.03,1.2,1.0,1.0,1.2,3.03,9.243,8.405
Roy,Richter,1,1,0,2,78,2.61,2.61,1.0,1.0,1.0,1.0,2.61,2.61,2.61
Roy,Lucas,2,1,0,1,0,1.98,2.0,1.1,0.9,1.0,0.99,2.0,4.59,4.61
Roy,Wii Fit Trainer,3,1,0,3,44,4.763,3.78,1.2,1.05,1.0,1.26,3.78,9.353,8.39
King K Rool,King K Rool,1,1,0,2,35,2.825,2.825,1.0,1.0,1.0,1.0,2.825,2.825,2.825
King K Rool,Fox,2,1,0,1,129,1.714,1.355,1.1,1.15,1.0,1.265,1.355,4.539,4.18
King K Rool,Toon Link,3,1,0,3,211,3.6,3.0,1.2,1.0,1.0,1.2,3.0,8.139,7.18
King K Rool,Greninja,4,1,0,3,101,0.917,3.495,1.0,1.05,4.0,0.263,3.495,9.057,10.675
Pyra & Mythra,King Dedede,1,0,1,-1,62,0.264,0.31,1.0,0.85,1.0,0.85,0.31,0.264,0.31
Isabelle,Falco,1,1,0,2,164,2.289,2.18,1.0,1.05,1.0,1.05,2.18,2.289,2.18
Isabelle,Kazuya,2,1,0,1,71,1.9,1.645,1.1,1.05,1.0,1.155,1.645,4.189,3.825
Isabelle,Pikachu,3,1,0,1,0,2.28,2.0,1.2,0.95,1.0,1.14,2.0,6.469,5.825
Dark Pit,Link,1,1,0,2,58,2.71,2.71,1.0,1.0,1.0,1.0,2.71,2.71,2.71
Dark Pit,Inkling,2,0,1,-1,87,0.479,0.435,1.1,1.0,1.0,1.1,0.435,3.188,3.145
Sonic,Joker,1,1,0,1,95,1.449,1.525,1.0,0.95,1.0,0.95,1.525,1.449,1.525
Sonic,Shulk,2,1,0,1,93,1.604,1.535,1.1,0.95,1.0,1.045,1.535,3.053,3.06
Sonic,Piranha Plant,3,0,1,-1,29,0.148,0.145,1.2,0.85,1.0,1.02,0.145,3.201,3.205
Toon Link,Pac Man,1,1,0,2,47,2.765,2.765,1.0,1.0,1.0,1.0,2.765,2.765,2.765
Toon Link,Mr Game & Watch,2,1,0,3,104,3.828,3.48,1.1,1.0,1.0,1.1,3.48,6.593,6.245
Toon Link,Isabelle,3,1,0,1,0,2.4,2.0,1.2,1.0,1.0,1.2,2.0,8.993,8.245
Toon Link,Piranha Plant,4,1,0,2,122,0.568,2.39,1.0,0.95,4.0,0.237,2.39,9.561,10.635
Donkey Kong,Ken,1,1,0,3,243,3.15,3.0,1.0,1.05,1.0,1.05,3.0,3.15,3.0
Donkey Kong,Simon,2,1,0,1,0,2.2,2.0,1.1,1.0,1.0,1.1,2.0,5.35,5.0
Donkey Kong,Ganondorf,3,1,0,2,116,2.614,2.42,1.2,0.9,1.0,1.08,2.42,7.964,7.42
Donkey Kong,Kirby,4,1,0,2,53,0.684,2.735,1.0,1.0,4.0,0.25,2.735,8.647,10.155
Pokemon Trainer,Wii Fit Trainer,1,1,0,1,0,2.2,2.0,1.0,1.1,1.0,1.1,2.0,2.2,2.0
Pokemon Trainer,Dark Samus,2,1,0,3,129,3.691,3.355,1.1,1.0,1.0,1.1,3.355,5.891,5.355
Pokemon Trainer,Byleth,3,0,1,-1,86,0.568,0.43,1.2,1.1,1.0,1.32,0.43,6.458,5.785
Luigi,Sheik,1,1,0,1,0,1.9,2.0,1.0,0.95,1.0,0.95,2.0,1.9,2.0
Luigi,Cloud,2,1,0,2,131,2.579,2.345,1.1,1.0,1.0,1.1,2.345,4.479,4.345
Luigi,Inkling,3,1,0,1,51,1.885,1.745,1.2,0.9,1.0,1.08,1.745,6.364,6.09
Luigi,Byleth,4,1,0,1,6,0.443,1.97,1.0,0.9,4.0,0.225,1.97,6.807,8.06
Luigi,Sora,5,1,0,2,45,0.499,2.775,1.0,0.9,5.0,0.18,2.775,7.307,10.835
Samus,Sora,1,0,1,-1,71,0.355,0.355,1.0,1.0,1.0,1.0,0.355,0.355,0.355
Meta Knight,Diddy Kong,1,1,0,1,130,1.552,1.35,1.0,1.15,1.0,1.15,1.35,1.552,1.35
Meta Knight,Fox,2,1,0,1,48,2.226,1.76,1.1,1.15,1.0,1.265,1.76,3.779,3.11
Meta Knight,Roy,3,1,0,1,38,2.281,1.81,1.2,1.05,1.0,1.26,1.81,6.059,4.92
Meta Knight,Sora,4,0,1,-1,71,0.084,0.355,1.0,0.95,4.0,0.237,0.355,6.144,5.275
ROB,Olimar,1,1,0,1,16,2.016,1.92,1.0,1.05,1.0,1.05,1.92,2.016,1.92
ROB,Mega Man,2,0,1,-1,71,0.391,0.355,1.1,1.0,1.0,1.1,0.355,2.406,2.275
Lucas,Rosalina & Luma,1,1,0,2,7,3.113,2.965,1.0,1.05,1.0,1.05,2.965,3.113,2.965
Lucas,Banjo & Kazooie,2,1,0,2,92,2.794,2.54,1.1,1.0,1.0,1.1,2.54,5.907,5.505
Lucas,Wario,3,1,0,2,82,3.108,2.59,1.2,1.0,1.0,1.2,2.59,9.015,8.095
Lucas,Bowser Jr,4,1,0,2,121,0.539,2.395,1.0,0.9,4.0,0.225,2.395,9.554,10.49
Rosalina & Luma,Pyra & Mythra,1,0,1,-1,63,0.331,0.315,1.0,1.05,1.0,1.05,0.315,0.331,0.315
Wii Fit Trainer,Kirby,1,1,0,1,86,1.57,1.57,1.0,1.0,1.0,1.0,1.57,1.57,1.57
Wii Fit Trainer,Hero,2,1,0,3,82,3.949,3.59,1.1,1.0,1.0,1.1,3.59,5.519,5.16
Wii Fit Trainer,Daisy,3,1,0,2,31,3.243,2.845,1.2,0.95,1.0,1.14,2.845,8.762,8.005
Wii Fit Trainer,Richter,4,1,0,1,42,0.47,1.79,1.0,1.05,4.0,0.263,1.79,9.232,9.795
Pikachu,Jigglypuff,1,1,0,2,149,2.255,2.255,1.0,1.0,1.0,1.0,2.255,2.255,2.255
Pikachu,Inkling,2,1,0,2,44,2.905,2.78,1.1,0.95,1.0,1.045,2.78,5.16,5.035
Pikachu,Daisy,3,1,0,2,117,2.753,2.415,1.2,0.95,1.0,1.14,2.415,7.913,7.45
Ganondorf,Ganondorf,1,1,0,3,128,3.36,3.36,1.0,1.0,1.0,1.0,3.36,3.36,3.36
Ganondorf,Greninja,2,1,0,2,17,3.207,2.915,1.1,1.0,1.0,1.1,2.915,6.566,6.275
Ganondorf,Duck Hunt,3,1,0,2,77,3.295,2.615,1.2,1.05,1.0,1.26,2.615,9.861,8.89
Ganondorf,Ness,4,1,0,2,6,0.742,2.97,1.0,1.0,4.0,0.25,2.97,10.604,11.86
Byleth,Pokemon Trainer,1,1,0,1,0,1.8,2.0,1.0,0.9,1.0,0.9,2.0,1.8,2.0
Byleth,Ness,2,0,1,-2,98,-0.589,-0.51,1.1,1.05,1.0,1.155,-0.51,1.211,1.49
Mr Game & Watch,Bowser,1,1,0,1,33,1.651,1.835,1.0,0.9,1.0,0.9,1.835,1.651,1.835
Mr Game & Watch,Bayonetta,2,1,0,3,85,4.129,3.575,1.1,1.05,1.0,1.155,3.575,5.781,5.41
Mr Game & Watch,Wii Fit Trainer,3,1,0,1,37,1.96,1.815,1.2,0.9,1.0,1.08,1.815,7.741,7.225
Duck Hunt,Samus,1,1,0,1,92,1.463,1.54,1.0,0.95,1.0,0.95,1.54,1.463,1.54
Duck Hunt,Sephiroth,2,1,0,2,74,3.182,2.63,1.1,1.1,1.0,1.21,2.63,4.645,4.17
Duck Hunt,Roy,3,1,0,2,52,3.452,2.74,1.2,1.05,1.0,1.26,2.74,8.098,6.91
Captain Falcon,Olimar,1,1,0,1,18,2.006,1.91,1.0,1.05,1.0,1.05,1.91,2.006,1.91
Captain Falcon,Mega Man,2,1,0,2,0,3.3,3.0,1.1,1.0,1.0,1.1,3.0,5.306,4.91
Captain Falcon,Wario,3,1,0,2,76,3.301,2.62,1.2,1.05,1.0,1.26,2.62,8.607,7.53
Incineroar,Inkling,1,1,0,2,0,3.3,3.0,1.0,1.1,1.0,1.1,3.0,3.3,3.0
Incineroar,Luigi,2,1,0,2,66,3.084,2.67,1.1,1.05,1.0,1.155,2.67,6.384,5.67
Incineroar,Ryu,3,1,0,2,23,3.635,2.885,1.2,1.05,1.0,1.26,2.885,10.019,8.555
Inkling,Lucas,1,1,0,1,31,1.568,1.845,1.0,0.85,1.0,0.85,1.845,1.568,1.845
Inkling,Greninja,2,1,0,1,29,2.245,1.855,1.1,1.1,1.0,1.21,1.855,3.813,3.7
Inkling,King Dedede,3,1,0,1,26,2.132,1.87,1.2,0.95,1.0,1.14,1.87,5.945,5.57
PacMan,Ken,1,1,0,1,27,1.865,1.865,1.0,1.0,1.0,1.0,1.865,1.865,1.865
PacMan,King K Rool,2,1,0,2,40,3.08,2.8,1.1,1.0,1.0,1.1,2.8,4.945,4.665
PacMan,Jigglypuff,3,1,0,2,9,3.546,2.955,1.2,1.0,1.0,1.2,2.955,8.491,7.62
Lucario,Marth,1,1,0,2,99,2.756,2.505,1.0,1.1,1.0,1.1,2.505,2.756,2.505
Lucario,Snake,2,1,0,2,163,2.524,2.185,1.1,1.05,1.0,1.155,2.185,5.279,4.69
Lucario,Bowser Jr,3,1,0,3,122,4.068,3.39,1.2,1.0,1.0,1.2,3.39,9.347,8.08
Dark Samus,Richter,1,1,0,2,0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0
Dark Samus,Mr Game & Watch,2,1,0,2,22,3.179,2.89,1.1,1.0,1.0,1.1,2.89,6.179,5.89
Dark Samus,Daisy,3,1,0,2,73,3.162,2.635,1.2,1.0,1.0,1.2,2.635,9.341,8.525
Mii Swordfighter,Ice Climbers,1,1,0,3,115,3.768,3.425,1.0,1.1,1.0,1.1,3.425,3.768,3.425
Mii Swordfighter,Luigi,2,1,0,3,165,3.493,3.175,1.1,1.0,1.0,1.1,3.175,7.26,6.6
Mii Swordfighter,Sonic,3,1,0,2,28,3.604,2.86,1.2,1.05,1.0,1.26,2.86,10.864,9.46
Mario,Pokemon Trainer,1,1,0,3,152,3.078,3.24,1.0,0.95,1.0,0.95,3.24,3.078,3.24
Mario,Simon,2,1,0,1,10,2.038,1.95,1.1,0.95,1.0,1.045,1.95,5.116,5.19
Mario,Richter,3,1,0,1,69,2.085,1.655,1.2,1.05,1.0,1.26,1.655,7.201,6.845
Ness,Corrin,1,1,0,1,0,2.1,2.0,1.0,1.05,1.0,1.05,2.0,2.1,2.0
Ness,Dr Mario,2,1,0,3,65,3.638,3.675,1.1,0.9,1.0,0.99,3.675,5.738,5.675
Ness,Shulk,3,1,0,1,133,1.682,1.335,1.2,1.05,1.0,1.26,1.335,7.42,7.01
Ness,ROB,4,1,0,2,109,0.644,2.455,1.0,1.05,4.0,0.263,2.455,8.065,9.465
Sheik,Olimar,1,1,0,1,129,1.355,1.355,1.0,1.0,1.0,1.0,1.355,1.355,1.355
Sheik,Pyra & Mythra,2,1,0,2,99,2.893,2.505,1.1,1.05,1.0,1.155,2.505,4.248,3.86
Sheik,Sonic,3,1,0,1,84,1.991,1.58,1.2,1.05,1.0,1.26,1.58,6.239,5.44
Marth,Hero,1,0,1,-1,7,0.032,0.035,1.0,0.9,1.0,0.9,0.035,0.032,0.035
Peach,Ness,1,1,0,3,84,3.401,3.58,1.0,0.95,1.0,0.95,3.58,3.401,3.58
Peach,Link,2,1,0,1,93,1.689,1.535,1.1,1.0,1.0,1.1,1.535,5.09,5.115
Peach,Joker,3,1,0,2,60,3.24,2.7,1.2,1.0,1.0,1.2,2.7,8.329,7.815
Mii Brawler,Sheik,1,1,0,2,129,2.237,2.355,1.0,0.95,1.0,0.95,2.355,2.237,2.355
Mii Brawler,Ike,2,1,0,1,0,2.09,2.0,1.1,0.95,1.0,1.045,2.0,4.327,4.355
Mii Brawler,Lucina,3,1,0,3,20,4.446,3.9,1.2,0.95,1.0,1.14,3.9,8.773,8.255
Wolf,Snake,1,1,0,2,64,2.68,2.68,1.0,1.0,1.0,1.0,2.68,2.68,2.68
Wolf,Dark Pit,2,1,0,2,100,2.888,2.5,1.1,1.05,1.0,1.155,2.5,5.568,5.18
Wolf,Mewtwo,3,1,0,2,88,2.611,2.56,1.2,0.85,1.0,1.02,2.56,8.179,7.74
Jigglypuff,Mega Man,1,1,0,2,59,2.57,2.705,1.0,0.95,1.0,0.95,2.705,2.57,2.705
Jigglypuff,Kazuya,2,1,0,1,37,2.296,1.815,1.1,1.15,1.0,1.265,1.815,4.866,4.52
Jigglypuff,Piranha Plant,3,1,0,1,0,2.16,2.0,1.2,0.9,1.0,1.08,2.0,7.026,6.52
Palutena,Donkey Kong,1,0,1,-1,76,0.361,0.38,1.0,0.95,1.0,0.95,0.38,0.361,0.38
Fox,Isabelle,1,1,0,1,49,1.579,1.755,1.0,0.9,1.0,0.9,1.755,1.579,1.755
Fox,Jigglypuff,2,1,0,1,0,2.2,2.0,1.1,1.0,1.0,1.1,2.0,3.78,3.755
Fox,Ice Climbers,3,1,0,1,26,2.468,1.87,1.2,1.1,1.0,1.32,1.87,6.248,5.625
Robin,Ridley,1,1,0,1,12,1.746,1.94,1.0,0.9,1.0,0.9,1.94,1.746,1.94
Robin,Mr Game & Watch,2,1,0,2,85,3.116,2.575,1.1,1.1,1.0,1.21,2.575,4.862,4.515
Robin,Bayonetta,3,1,0,3,157,4.051,3.215,1.2,1.05,1.0,1.26,3.215,8.913,7.73
Greninja,Banjo & Kazooie,1,1,0,1,10,2.047,1.95,1.0,1.05,1.0,1.05,1.95,2.047,1.95
Greninja,Pichu,2,1,0,1,27,1.949,1.865,1.1,0.95,1.0,1.045,1.865,3.996,3.815
Greninja,Snake,3,1,0,2,123,3.148,2.385,1.2,1.1,1.0,1.32,2.385,7.145,6.2
Greninja,Pyra & Mythra,4,1,0,3,158,0.883,3.21,1.0,1.1,4.0,0.275,3.21,8.027,9.41
Villager,Kirby,1,1,0,2,57,2.986,2.715,1.0,1.1,1.0,1.1,2.715,2.986,2.715
Villager,Robin,2,1,0,1,78,1.594,1.61,1.1,0.9,1.0,0.99,1.61,4.58,4.325
Villager,Young Link,3,1,0,2,186,2.732,2.07,1.2,1.1,1.0,1.32,2.07,7.313,6.395
Villager,Ice Climbers,4,1,0,1,0,0.475,2.0,1.0,0.95,4.0,0.237,2.0,7.788,8.395
Richter,Captain Falcon,1,1,0,3,168,3.002,3.16,1.0,0.95,1.0,0.95,3.16,3.002,3.16
Richter,Terry,2,0,1,-1,2,0.01,0.01,1.1,0.9,1.0,0.99,0.01,3.012,3.17
Shulk,Wii Fit Trainer,1,1,0,2,87,2.565,2.565,1.0,1.0,1.0,1.0,2.565,2.565,2.565
Shulk,Dark Samus,2,1,0,2,10,3.083,2.95,1.1,0.95,1.0,1.045,2.95,5.648,5.515
Shulk,Sheik,3,1,0,2,110,2.94,2.45,1.2,1.0,1.0,1.2,2.45,8.588,7.965
Zero Suit Samus,Peach,1,1,0,2,70,2.783,2.65,1.0,1.05,1.0,1.05,2.65,2.783,2.65
Zero Suit Samus,Fox,2,1,0,1,101,1.645,1.495,1.1,1.0,1.0,1.1,1.495,4.427,4.145
Zero Suit Samus,Dark Pit,3,1,0,1,71,1.974,1.645,1.2,1.0,1.0,1.2,1.645,6.401,5.79
Olimar,Pokemon Trainer,1,1,0,2,105,2.351,2.475,1.0,0.95,1.0,0.95,2.475,2.351,2.475
Olimar,Peach,2,1,0,2,95,2.639,2.525,1.1,0.95,1.0,1.045,2.525,4.99,5.0
Olimar,Lucas,3,1,0,3,9,4.271,3.955,1.2,0.9,1.0,1.08,3.955,9.261,8.955
Terry,Dark Samus,1,1,0,3,135,3.325,3.325,1.0,1.0,1.0,1.0,3.325,3.325,3.325
Terry,Lucina,2,1,0,2,116,2.662,2.42,1.1,1.0,1.0,1.1,2.42,5.987,5.745
Terry,Zelda,3,1,0,2,111,2.934,2.445,1.2,1.0,1.0,1.2,2.445,8.921,8.19
Daisy,Duck Hunt,1,1,0,1,0,2.2,2.0,1.0,1.1,1.0,1.1,2.0,2.2,2.0
Daisy,Young Link,2,1,0,1,82,1.749,1.59,1.1,1.0,1.0,1.1,1.59,3.949,3.59
Daisy,Pit,3,1,0,2,44,3.002,2.78,1.2,0.9,1.0,1.08,2.78,6.951,6.37
Pichu,Kazuya,1,1,0,1,84,1.58,1.58,1.0,1.0,1.0,1.0,1.58,1.58,1.58
Pichu,Bowser,2,1,0,1,79,1.589,1.605,1.1,0.9,1.0,0.99,1.605,3.169,3.185
Pichu,Simon,3,1,0,2,66,3.524,2.67,1.2,1.1,1.0,1.32,2.67,6.693,5.855
Ryu,Byleth,1,1,0,3,128,3.528,3.36,1.0,1.05,1.0,1.05,3.36,3.528,3.36
Ryu,Sheik,2,1,0,2,22,3.338,2.89,1.1,1.05,1.0,1.155,2.89,6.866,6.25
Ryu,Sora,3,1,0,1,123,1.579,1.385,1.2,0.95,1.0,1.14,1.385,8.445,7.635
Ryu,Kazuya,5,0,1,-1,102,0.107,0.51,1.0,1.05,5.0,0.21,0.51,8.552,8.145
Lucina,ROB,1,1,0,2,23,3.029,2.885,1.0,1.05,1.0,1.05,2.885,3.029,2.885
Lucina,Kazuya,2,0,1,-1,0,0.0,0.0,1.1,1.1,1.0,1.21,0.0,3.029,2.885
Snake,King K Rool,1,1,0,1,15,1.925,1.925,1.0,1.0,1.0,1.0,1.925,1.925,1.925
Snake,Jigglypuff,2,1,0,2,38,2.782,2.81,1.1,0.9,1.0,0.99,2.81,4.707,4.735
Snake,Dark Pit,3,1,0,1,6,2.482,1.97,1.2,1.05,1.0,1.26,1.97,7.189,6.705
Diddy Kong,Bayonetta,1,1,0,2,107,2.219,2.465,1.0,0.9,1.0,0.9,2.465,2.219,2.465
Diddy Kong,Rosalina & Luma,2,1,0,2,33,3.119,2.835,1.1,1.0,1.0,1.1,2.835,5.337,5.3
Diddy Kong,Inkling,3,0,1,-1,38,0.228,0.19,1.2,1.0,1.0,1.2,0.19,5.565,5.49
Pit,Yoshi,1,1,0,1,17,1.915,1.915,1.0,1.0,1.0,1.0,1.915,1.915,1.915
Pit,Sonic,2,1,0,3,108,3.806,3.46,1.1,1.0,1.0,1.1,3.46,5.721,5.375
Pit,Greninja,3,1,0,2,81,3.114,2.595,1.2,1.0,1.0,1.2,2.595,8.835,7.97
Corrin,Little Mac,1,1,0,1,8,1.862,1.96,1.0,0.95,1.0,0.95,1.96,1.862,1.96
Corrin,Ness,2,1,0,3,96,3.678,3.52,1.1,0.95,1.0,1.045,3.52,5.54,5.48
Corrin,Shulk,3,1,0,2,152,2.554,2.24,1.2,0.95,1.0,1.14,2.24,8.094,7.72
Corrin,Fox,4,1,0,2,17,0.765,2.915,1.0,1.05,4.0,0.263,2.915,8.859,10.635
Steve,Cloud,1,1,0,2,133,2.335,2.335,1.0,1.0,1.0,1.0,2.335,2.335,2.335
Steve,Link,2,0,1,-1,98,0.458,0.49,1.1,0.85,1.0,0.935,0.49,2.793,2.825
Wario,Wolf,1,1,0,1,19,1.905,1.905,1.0,1.0,1.0,1.0,1.905,1.905,1.905
Wario,Wii Fit Trainer,2,1,0,1,28,1.944,1.86,1.1,0.95,1.0,1.045,1.86,3.849,3.765
Wario,Rosalina & Luma,3,1,0,2,113,2.776,2.435,1.2,0.95,1.0,1.14,2.435,6.625,6.2
