Character,Opponent,Round,Win,Loss,Stock Diff,Percentage,Score,Base Score,Stage Multiplier,Matchup,Late Match Divisor,Total Multiplier,Multiplier Adjusted Score,Accumulated_Sum,Multiplier Adjusted Accumulated Sum
Piranha Plant,Banjo & Kazooie,2,1,0,2,109,12.889,2.455,5.0,1.05,1.0,5.25,2.455,30.528,9.394
Piranha Plant,Lucas,3,1,0,2,15,19.963,2.925,6.5,1.05,1.0,6.825,2.925,50.491,12.319
Toon Link,Bowser Jr,1,1,0,4,159,13.982,4.205,3.5,0.95,1.0,3.325,4.205,16.695,6.918
Toon Link,Zelda,2,1,0,2,57,12.896,2.715,5.0,0.95,1.0,4.75,2.715,29.591,9.633
Toon Link,Ryu,3,1,0,2,0,19.5,3.0,6.5,1.0,1.0,6.5,3.0,49.091,12.633
Dark Pit,Little Mac,1,1,0,4,70,16.275,4.65,3.5,1.0,1.0,3.5,4.65,18.762,7.137
Dark Pit,PacMan,2,1,0,2,55,14.988,2.725,5.0,1.1,1.0,5.5,2.725,33.749,9.862
Dark Pit,Young Link,3,1,0,3,12,25.61,3.94,6.5,1.0,1.0,6.5,3.94,59.359,13.802
Pokemon Trainer,Pikachu,1,1,0,2,11,9.277,2.945,3.5,0.9,1.0,3.15,2.945,11.538,5.206
Pokemon Trainer,Zero Suit Samus,2,1,0,3,30,19.25,3.85,5.0,1.0,1.0,5.0,3.85,30.788,9.056
Pokemon Trainer,Luigi,3,1,0,2,61,19.269,2.695,6.5,1.1,1.0,7.15,2.695,50.057,11.751
Mr Game & Watch,Sheik,1,1,0,3,64,11.592,3.68,3.5,0.9,1.0,3.15,3.68,13.627,5.715
Mr Game & Watch,Bayonetta,2,1,0,2,76,13.755,2.62,5.0,1.05,1.0,5.25,2.62,27.382,8.335
Mr Game & Watch,Bowser,3,1,0,2,44,16.263,2.78,6.5,0.9,1.0,5.85,2.78,43.645,11.115
Sora,Duck Hunt,1,1,0,3,123,11.848,3.385,3.5,1.0,1.0,3.5,3.385,13.656,5.194
Sora,Bayonetta,2,1,0,3,55,20.488,3.725,5.0,1.1,1.0,5.5,3.725,34.144,8.919
Sora,Ryu,3,1,0,3,143,22.42,3.285,6.5,1.05,1.0,6.825,3.285,56.564,12.204
Terry,Donkey Kong,1,1,0,1,0,6.65,2.0,3.5,0.95,1.0,3.325,2.0,8.233,3.583
Terry,Wii Fit Trainer,2,1,0,2,139,12.101,2.305,5.0,1.05,1.0,5.25,2.305,20.334,5.888
Terry,Mario,3,1,0,2,98,16.315,2.51,6.5,1.0,1.0,6.5,2.51,36.649,8.398
Young Link,Dark Pit,1,1,0,3,54,13.055,3.73,3.5,1.0,1.0,3.5,3.73,14.412,5.087
Young Link,Hero,2,1,0,2,40,14.7,2.8,5.0,1.05,1.0,5.25,2.8,29.112,7.887
Young Link,Jigglypuff,3,1,0,3,32,24.96,3.84,6.5,1.0,1.0,6.5,3.84,54.072,11.727
Diddy Kong,Zelda,1,1,0,3,84,11.903,3.58,3.5,0.95,1.0,3.325,3.58,13.034,4.71
Diddy Kong,Chrom,2,1,0,2,131,10.552,2.345,5.0,0.9,1.0,4.5,2.345,23.586,7.055
Diddy Kong,Captain Falcon,3,0,1,-1,54,1.58,0.27,6.5,0.9,1.0,5.85,0.27,25.165,7.325
Mii Swordfighter,Mewtwo,1,1,0,1,25,6.562,1.875,3.5,1.0,1.0,3.5,1.875,7.466,2.779
Mii Swordfighter,Dr Mario,2,1,0,2,0,14.25,3.0,5.0,0.95,1.0,4.75,3.0,21.716,5.779
Mii Swordfighter,Young Link,3,1,0,3,69,24.945,3.655,6.5,1.05,1.0,6.825,3.655,46.662,9.434
Mii Swordfighter,Captain Falcon,4,1,0,3,81,0.944,3.595,1.0,1.05,4.0,0.263,3.595,47.606,13.029
Pit,Lucas,1,1,0,1,0,7.7,2.0,3.5,1.1,1.0,3.85,2.0,8.378,2.678
Pit,Incineroar,2,1,0,2,100,11.25,2.5,5.0,0.9,1.0,4.5,2.5,19.628,5.178
Pit,Dark Pit,3,1,0,3,151,21.093,3.245,6.5,1.0,1.0,6.5,3.245,40.721,8.423
Pit,Simon,4,1,0,2,62,0.74,2.69,1.0,1.1,4.0,0.275,2.69,41.46,11.113
Byleth,Luigi,1,1,0,4,105,17.229,4.475,3.5,1.1,1.0,3.85,4.475,17.681,4.927
Byleth,Little Mac,2,1,0,2,1,15.724,2.995,5.0,1.05,1.0,5.25,2.995,33.405,7.922
Byleth,Ness,3,1,0,3,64,25.116,3.68,6.5,1.05,1.0,6.825,3.68,58.521,11.602
Wario,Wolf,1,1,0,2,52,9.59,2.74,3.5,1.0,1.0,3.5,2.74,9.816,2.966
Wario,Pyra & Mythra,2,1,0,2,55,13.625,2.725,5.0,1.0,1.0,5.0,2.725,23.441,5.691
Wario,Link,3,0,1,-1,59,1.63,0.295,6.5,0.85,1.0,5.525,0.295,25.071,5.986
Simon,Wario,1,1,0,3,102,13.437,3.49,3.5,1.1,1.0,3.85,3.49,13.437,3.49
Simon,Sheik,2,1,0,3,38,20.003,3.81,5.0,1.05,1.0,5.25,3.81,33.439,7.3
Simon,Min Min,3,1,0,2,12,21.021,2.94,6.5,1.1,1.0,7.15,2.94,54.46,10.24
