Character,Opponent,Round,Win,Loss,Stock Diff,Percentage,Score,Matchup,Accumulated_Sum
Dark Pit,Robin,3,1,0,2,42,2.79,0,5.925
Dark Pit,King K Rool,4,1,0,2,70,2.65,0,8.575
Isabelle,Diddy Kong,1,1,0,2,73,2.635,0,2.635
Isabelle,Pit,2,1,0,3,149,3.255,0,5.89
Isabelle,Zelda,3,1,0,2,31,2.845,2,8.735
Wii Fit Trainer,Lucina,1,1,0,3,92,3.54,2,3.54
Wii Fit Trainer,Zero Suit Samus,2,1,0,3,58,3.71,0,7.25
Wii Fit Trainer,Ike,3,1,0,2,5,2.975,-1,10.225
Pyra & Mythra,Zelda,1,1,0,3,85,3.575,2,3.575
Pyra & Mythra,Toon Link,2,1,0,2,13,2.935,2,6.51
Pyra & Mythra,Isabelle,3,1,0,1,79,1.605,3,8.115
Luigi,Isabelle,1,1,0,3,67,3.665,0,3.665
Luigi,Dark Pit,2,1,0,3,127,3.365,1,7.03
Luigi,Meta Knight,3,1,0,3,0,4.0,3,11.030000000000001
King K Rool,Snake,1,1,0,2,76,2.62,0,2.62
King K Rool,Joker,2,1,0,2,0,3.0,-2,5.62
King K Rool,Hero,3,1,0,1,55,1.725,0,7.345000000000001
Lucas,Incineroar,1,1,0,2,40,2.8,-1,2.8
Lucas,Villager,2,1,0,2,47,2.765,-1,5.5649999999999995
Lucas,Duck Hunt,3,1,0,3,91,3.545,1,9.11
Lucas,Kazuya,5,1,0,3,137,3.315,1,12.425
Roy,Fox,1,1,0,1,54,1.73,0,1.73
Roy,Sora,2,1,0,2,52,2.74,1,4.470000000000001
Roy,Dark Pit,3,1,0,2,40,2.8,-1,7.27
Bowser Jr,Byleth,1,1,0,2,65,2.675,0,2.675
Bowser Jr,Piranha Plant,2,1,0,2,45,2.775,0,5.449999999999999
Bowser Jr,Olimar,3,1,0,2,129,2.355,-2,7.805
Yoshi,Sephiroth,1,1,0,3,106,3.47,0,3.47
Yoshi,Donkey Kong,2,1,0,1,45,1.775,0,5.245
Yoshi,Snake,3,1,0,2,0,3.0,1,8.245000000000001
Dr Mario,Bayonetta,1,1,0,3,106,3.47,-2,3.47
Dr Mario,Wario,2,1,0,2,22,2.89,-1,6.36
Dr Mario,King Dedede,3,1,0,3,110,3.45,-2,9.81
Little Mac,Meta Knight,1,1,0,2,55,2.725,-1,2.725
Little Mac,Shulk,2,1,0,1,5,1.975,-2,4.7
Little Mac,Mega Man,3,1,0,2,0,3.0,-1,7.7
Falco,Cloud,1,1,0,2,101,2.495,0,2.495
Falco,Meta Knight,2,1,0,2,39,2.805,0,5.300000000000001
Falco,Chrom,3,1,0,2,20,2.9,1,8.2
King Dedede,Ness,1,1,0,3,8,3.96,-1,3.96
King Dedede,Cloud,2,1,0,2,126,2.37,-2,6.33
King Dedede,Villager,3,1,0,1,76,1.62,-3,7.95
Sephiroth,Sephiroth,1,1,0,3,6,3.97,0,3.97
Sephiroth,Toon Link,2,1,0,2,13,2.935,1,6.905
Sephiroth,Jigglypuff,3,1,0,1,81,1.595,-1,8.5
Hero,Joker,1,1,0,2,13,2.935,0,2.935
Hero,Ganondorf,2,1,0,2,54,2.73,-1,5.665
Hero,Falco,3,1,0,2,21,2.895,0,8.56
Piranha Plant,Snake,1,1,0,3,37,3.815,-1,3.815
Piranha Plant,Sephiroth,2,1,0,1,117,1.415,-2,5.23
Piranha Plant,Kazuya,3,1,0,2,101,2.495,-3,7.725
Sora,Meta Knight,1,1,0,3,61,3.695,-1,3.695
Sora,Mewtwo,2,1,0,1,85,1.575,3,5.27
Sora,Wii Fit Trainer,3,1,0,1,47,1.765,1,7.035
Sora,Cloud,4,1,0,3,118,3.41,-2,10.445
Sora,Pichu,5,1,0,1,0,2.0,2,12.445
Banjo & Kazooie,Byleth,1,1,0,1,60,1.7,0,1.7
Banjo & Kazooie,Mr Game & Watch,2,1,0,3,111,3.445,-1,5.145
Banjo & Kazooie,Link,3,1,0,2,86,2.57,-1,7.715
Banjo & Kazooie,Bowser Jr,4,1,0,2,24,2.88,0,10.594999999999999
Bowser,Ice Climbers,1,1,0,2,10,2.95,-2,2.95
Bowser,Link,2,1,0,3,80,3.6,0,6.550000000000001
Bowser,Simon,3,1,0,2,39,2.805,-1,9.355
Young Link,Daisy,1,1,0,3,56,3.72,0,3.72
Young Link,Min Min,2,1,0,3,138,3.31,0,7.03
Young Link,Wii Fit Trainer,3,1,0,3,115,3.425,1,10.455
Ice Climbers,Ike,1,1,0,3,79,3.605,0,3.605
Ice Climbers,Pit,2,1,0,3,135,3.325,0,6.93
Ice Climbers,Pichu,3,1,0,3,79,3.605,1,10.535
Mewtwo,Kirby,1,1,0,3,85,3.575,1,3.575
Mewtwo,Sonic,2,1,0,3,4,3.98,-2,7.555
Mewtwo,Pyra & Mythra,3,1,0,2,10,2.95,-2,10.505
Mii Gunner,ROB,1,1,0,3,135,3.325,-2,3.325
Mii Gunner,Diddy Kong,2,1,0,3,75,3.625,-1,6.95
Mii Gunner,Rosalina & Luma,3,1,0,3,24,3.88,0,10.83
